"State","State Code","Place of Death","Place of Death Code","Year","Year Code","Deaths","Population","Crude Rate"
"Florida","12","Medical Facility - Outpatient or ER","2","1999","1999",195,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Outpatient or ER","2","2000","2000",191,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Outpatient or ER","2","2001","2001",222,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Outpatient or ER","2","2002","2002",250,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Outpatient or ER","2","2003","2003",249,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Outpatient or ER","2","2004","2004",243,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Outpatient or ER","2","2005","2005",255,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Outpatient or ER","2","2006","2006",305,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Outpatient or ER","2","2007","2007",321,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Outpatient or ER","2","2008","2008",351,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Outpatient or ER","2","2009","2009",351,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Outpatient or ER","2","2010","2010",311,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Outpatient or ER","2","2011","2011",322,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Outpatient or ER","2","2012","2012",318,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Outpatient or ER","2","2013","2013",320,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Outpatient or ER","2","2014","2014",329,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Outpatient or ER","2","2015","2015",360,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Outpatient or ER","2","2016","2016",393,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Dead on Arrival","3","1999","1999",24,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Dead on Arrival","3","2000","2000",21,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Dead on Arrival","3","2001","2001",30,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Dead on Arrival","3","2002","2002",32,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Dead on Arrival","3","2003","2003",36,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Dead on Arrival","3","2004","2004",34,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Dead on Arrival","3","2005","2005",17,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Dead on Arrival","3","2006","2006",24,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Dead on Arrival","3","2007","2007",40,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Dead on Arrival","3","2008","2008",29,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Dead on Arrival","3","2009","2009",16,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Dead on Arrival","3","2010","2010",20,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Dead on Arrival","3","2011","2011",13,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Dead on Arrival","3","2012","2012",15,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Dead on Arrival","3","2013","2013",18,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Dead on Arrival","3","2014","2014",18,"Not Applicable","Not Applicable"
"Florida","12","Medical Facility - Dead on Arrival","3","2015","2015",14,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","1999","1999",834,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","2000","2000",835,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","2001","2001",878,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","2002","2002",891,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","2003","2003",945,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","2004","2004",896,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","2005","2005",877,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","2006","2006",952,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","2007","2007",996,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","2008","2008",1074,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","2009","2009",1135,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","2010","2010",1128,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","2011","2011",1114,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","2012","2012",1141,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","2013","2013",1099,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","2014","2014",1114,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","2015","2015",1167,"Not Applicable","Not Applicable"
"Florida","12","Decedent's home","4","2016","2016",1178,"Not Applicable","Not Applicable"
"Florida","12","Hospice facility","5","2011","2011",10,"Not Applicable","Not Applicable"
"Florida","12","Hospice facility","5","2013","2013",11,"Not Applicable","Not Applicable"
"Florida","12","Hospice facility","5","2014","2014",11,"Not Applicable","Not Applicable"
"Florida","12","Hospice facility","5","2015","2015",16,"Not Applicable","Not Applicable"
"Florida","12","Hospice facility","5","2016","2016",11,"Not Applicable","Not Applicable"
"Florida","12","Other","7","1999","1999",489,"Not Applicable","Not Applicable"
"Florida","12","Other","7","2000","2000",488,"Not Applicable","Not Applicable"
"Florida","12","Other","7","2001","2001",517,"Not Applicable","Not Applicable"
"Florida","12","Other","7","2002","2002",580,"Not Applicable","Not Applicable"
"Florida","12","Other","7","2003","2003",561,"Not Applicable","Not Applicable"
"Florida","12","Other","7","2004","2004",535,"Not Applicable","Not Applicable"
"Florida","12","Other","7","2005","2005",538,"Not Applicable","Not Applicable"
"Florida","12","Other","7","2006","2006",607,"Not Applicable","Not Applicable"
"Florida","12","Other","7","2007","2007",683,"Not Applicable","Not Applicable"
"Florida","12","Other","7","2008","2008",662,"Not Applicable","Not Applicable"
"Florida","12","Other","7","2009","2009",635,"Not Applicable","Not Applicable"
"Florida","12","Other","7","2010","2010",607,"Not Applicable","Not Applicable"
"Florida","12","Other","7","2011","2011",678,"Not Applicable","Not Applicable"
"Florida","12","Other","7","2012","2012",748,"Not Applicable","Not Applicable"
"Florida","12","Other","7","2013","2013",775,"Not Applicable","Not Applicable"
"Florida","12","Other","7","2014","2014",749,"Not Applicable","Not Applicable"
"Florida","12","Other","7","2015","2015",801,"Not Applicable","Not Applicable"
"Florida","12","Other","7","2016","2016",896,"Not Applicable","Not Applicable"
"Florida","12","Place of death unknown","9","2008","2008",11,"Not Applicable","Not Applicable"
"Florida","12","Place of death unknown","9","2009","2009",10,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Inpatient","1","1999","1999",99,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Inpatient","1","2000","2000",101,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Inpatient","1","2001","2001",113,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Inpatient","1","2002","2002",111,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Inpatient","1","2003","2003",104,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Inpatient","1","2004","2004",75,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Inpatient","1","2005","2005",88,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Inpatient","1","2006","2006",120,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Inpatient","1","2007","2007",116,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Inpatient","1","2008","2008",42,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Inpatient","1","2010","2010",89,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Inpatient","1","2011","2011",89,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Inpatient","1","2012","2012",109,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Inpatient","1","2013","2013",99,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Inpatient","1","2014","2014",88,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Inpatient","1","2015","2015",112,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Inpatient","1","2016","2016",109,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","1999","1999",165,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","2000","2000",143,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","2001","2001",143,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","2002","2002",131,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","2003","2003",127,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","2004","2004",156,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","2005","2005",145,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","2006","2006",170,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","2007","2007",161,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","2008","2008",58,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","2009","2009",15,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","2010","2010",180,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","2011","2011",186,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","2012","2012",194,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","2013","2013",184,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","2014","2014",191,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","2015","2015",235,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Outpatient or ER","2","2016","2016",265,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Dead on Arrival","3","1999","1999",144,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Dead on Arrival","3","2000","2000",137,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Dead on Arrival","3","2001","2001",131,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Dead on Arrival","3","2002","2002",123,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Dead on Arrival","3","2003","2003",107,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Dead on Arrival","3","2004","2004",78,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Dead on Arrival","3","2005","2005",64,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Dead on Arrival","3","2006","2006",83,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Dead on Arrival","3","2007","2007",68,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Dead on Arrival","3","2008","2008",25,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Dead on Arrival","3","2010","2010",67,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Dead on Arrival","3","2011","2011",56,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Dead on Arrival","3","2012","2012",54,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Dead on Arrival","3","2013","2013",52,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Dead on Arrival","3","2014","2014",63,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Dead on Arrival","3","2015","2015",51,"Not Applicable","Not Applicable"
"Georgia","13","Medical Facility - Dead on Arrival","3","2016","2016",56,"Not Applicable","Not Applicable"
"Georgia","13","Decedent's home","4","1999","1999",410,"Not Applicable","Not Applicable"
"Georgia","13","Decedent's home","4","2000","2000",399,"Not Applicable","Not Applicable"
"Georgia","13","Decedent's home","4","2001","2001",446,"Not Applicable","Not Applicable"
"Georgia","13","Decedent's home","4","2002","2002",431,"Not Applicable","Not Applicable"
"Georgia","13","Decedent's home","4","2003","2003",473,"Not Applicable","Not Applicable"
"Georgia","13","Decedent's home","4","2004","2004",471,"Not Applicable","Not Applicable"
"Georgia","13","Decedent's home","4","2005","2005",462,"Not Applicable","Not Applicable"
"Georgia","13","Decedent's home","4","2006","2006",454,"Not Applicable","Not Applicable"
"Georgia","13","Decedent's home","4","2007","2007",529,"Not Applicable","Not Applicable"
"Georgia","13","Decedent's home","4","2008","2008",158,"Not Applicable","Not Applicable"
"Georgia","13","Decedent's home","4","2010","2010",537,"Not Applicable","Not Applicable"
"Georgia","13","Decedent's home","4","2011","2011",563,"Not Applicable","Not Applicable"
"Georgia","13","Decedent's home","4","2012","2012",569,"Not Applicable","Not Applicable"
"Georgia","13","Decedent's home","4","2013","2013",580,"Not Applicable","Not Applicable"
"Georgia","13","Decedent's home","4","2014","2014",629,"Not Applicable","Not Applicable"
"Georgia","13","Decedent's home","4","2015","2015",615,"Not Applicable","Not Applicable"
"Georgia","13","Decedent's home","4","2016","2016",658,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","1999","1999",265,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","2000","2000",287,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","2001","2001",268,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","2002","2002",312,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","2003","2003",348,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","2004","2004",267,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","2005","2005",285,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","2006","2006",280,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","2007","2007",344,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","2008","2008",120,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","2009","2009",22,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","2010","2010",322,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","2011","2011",305,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","2012","2012",337,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","2013","2013",326,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","2014","2014",398,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","2015","2015",406,"Not Applicable","Not Applicable"
"Georgia","13","Other","7","2016","2016",454,"Not Applicable","Not Applicable"
"Georgia","13","Place of death unknown","9","2008","2008",756,"Not Applicable","Not Applicable"
"Georgia","13","Place of death unknown","9","2009","2009",1173,"Not Applicable","Not Applicable"
"Hawaii","15","Medical Facility - Dead on Arrival","3","2000","2000",14,"Not Applicable","Not Applicable"
"Hawaii","15","Medical Facility - Dead on Arrival","3","2001","2001",10,"Not Applicable","Not Applicable"
"Hawaii","15","Medical Facility - Dead on Arrival","3","2003","2003",11,"Not Applicable","Not Applicable"
"Hawaii","15","Medical Facility - Dead on Arrival","3","2008","2008",13,"Not Applicable","Not Applicable"
"Hawaii","15","Medical Facility - Dead on Arrival","3","2009","2009",14,"Not Applicable","Not Applicable"
"Hawaii","15","Medical Facility - Dead on Arrival","3","2010","2010",10,"Not Applicable","Not Applicable"
"Hawaii","15","Medical Facility - Dead on Arrival","3","2011","2011",10,"Not Applicable","Not Applicable"
"Hawaii","15","Medical Facility - Dead on Arrival","3","2012","2012",18,"Not Applicable","Not Applicable"
"Hawaii","15","Medical Facility - Dead on Arrival","3","2014","2014",20,"Not Applicable","Not Applicable"
"Hawaii","15","Medical Facility - Dead on Arrival","3","2015","2015",11,"Not Applicable","Not Applicable"
"Hawaii","15","Medical Facility - Dead on Arrival","3","2016","2016",23,"Not Applicable","Not Applicable"
"Hawaii","15","Decedent's home","4","2000","2000",15,"Not Applicable","Not Applicable"
"Hawaii","15","Decedent's home","4","2001","2001",10,"Not Applicable","Not Applicable"
"Hawaii","15","Decedent's home","4","2002","2002",10,"Not Applicable","Not Applicable"
"Hawaii","15","Decedent's home","4","2003","2003",11,"Not Applicable","Not Applicable"
"Hawaii","15","Decedent's home","4","2004","2004",15,"Not Applicable","Not Applicable"
"Hawaii","15","Decedent's home","4","2007","2007",17,"Not Applicable","Not Applicable"
"Hawaii","15","Decedent's home","4","2008","2008",17,"Not Applicable","Not Applicable"
"Hawaii","15","Decedent's home","4","2009","2009",15,"Not Applicable","Not Applicable"
"Hawaii","15","Decedent's home","4","2010","2010",17,"Not Applicable","Not Applicable"
"Hawaii","15","Decedent's home","4","2011","2011",16,"Not Applicable","Not Applicable"
"Hawaii","15","Decedent's home","4","2012","2012",15,"Not Applicable","Not Applicable"
"Hawaii","15","Decedent's home","4","2013","2013",14,"Not Applicable","Not Applicable"
"Hawaii","15","Decedent's home","4","2014","2014",13,"Not Applicable","Not Applicable"
"Hawaii","15","Decedent's home","4","2015","2015",20,"Not Applicable","Not Applicable"
"Hawaii","15","Decedent's home","4","2016","2016",15,"Not Applicable","Not Applicable"
"Hawaii","15","Other","7","1999","1999",22,"Not Applicable","Not Applicable"
"Hawaii","15","Other","7","2000","2000",11,"Not Applicable","Not Applicable"
"Hawaii","15","Other","7","2001","2001",10,"Not Applicable","Not Applicable"
"Hawaii","15","Other","7","2004","2004",11,"Not Applicable","Not Applicable"
"Hawaii","15","Other","7","2011","2011",10,"Not Applicable","Not Applicable"
"Hawaii","15","Other","7","2015","2015",10,"Not Applicable","Not Applicable"
"Hawaii","15","Other","7","2016","2016",14,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Inpatient","1","1999","1999",13,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Inpatient","1","2002","2002",16,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Inpatient","1","2005","2005",10,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Inpatient","1","2007","2007",10,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Inpatient","1","2009","2009",10,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Inpatient","1","2012","2012",22,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Inpatient","1","2013","2013",11,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Inpatient","1","2014","2014",12,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Inpatient","1","2015","2015",12,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Inpatient","1","2016","2016",20,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Outpatient or ER","2","1999","1999",11,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Outpatient or ER","2","2001","2001",12,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Outpatient or ER","2","2003","2003",11,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Outpatient or ER","2","2005","2005",16,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Outpatient or ER","2","2006","2006",14,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Outpatient or ER","2","2007","2007",15,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Outpatient or ER","2","2008","2008",12,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Outpatient or ER","2","2010","2010",16,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Outpatient or ER","2","2013","2013",15,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Outpatient or ER","2","2014","2014",13,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Outpatient or ER","2","2015","2015",13,"Not Applicable","Not Applicable"
"Idaho","16","Medical Facility - Outpatient or ER","2","2016","2016",13,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","1999","1999",83,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","2000","2000",84,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","2001","2001",100,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","2002","2002",95,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","2003","2003",89,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","2004","2004",103,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","2005","2005",108,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","2006","2006",105,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","2007","2007",94,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","2008","2008",118,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","2009","2009",129,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","2010","2010",123,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","2011","2011",123,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","2012","2012",126,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","2013","2013",139,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","2014","2014",128,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","2015","2015",145,"Not Applicable","Not Applicable"
"Idaho","16","Decedent's home","4","2016","2016",130,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","1999","1999",42,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","2000","2000",24,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","2001","2001",48,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","2002","2002",41,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","2003","2003",47,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","2004","2004",53,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","2005","2005",58,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","2006","2006",44,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","2007","2007",63,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","2008","2008",36,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","2009","2009",44,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","2010","2010",47,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","2011","2011",51,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","2012","2012",44,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","2013","2013",55,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","2014","2014",53,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","2015","2015",70,"Not Applicable","Not Applicable"
"Idaho","16","Other","7","2016","2016",70,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","1999","1999",153,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","2000","2000",159,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","2001","2001",179,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","2002","2002",148,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","2003","2003",151,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","2004","2004",135,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","2005","2005",128,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","2006","2006",132,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","2007","2007",100,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","2008","2008",103,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","2009","2009",110,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","2010","2010",97,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","2011","2011",92,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","2012","2012",90,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","2013","2013",92,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","2014","2014",85,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","2015","2015",100,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Inpatient","1","2016","2016",117,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","1999","1999",237,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","2000","2000",221,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","2001","2001",265,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","2002","2002",288,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","2003","2003",245,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","2004","2004",235,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","2005","2005",243,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","2006","2006",242,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","2007","2007",270,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","2008","2008",246,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","2009","2009",256,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","2010","2010",295,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","2011","2011",277,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","2012","2012",245,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","2013","2013",239,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","2014","2014",258,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","2015","2015",332,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Outpatient or ER","2","2016","2016",471,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","1999","1999",112,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","2000","2000",98,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","2001","2001",121,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","2002","2002",116,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","2003","2003",107,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","2004","2004",116,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","2005","2005",86,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","2006","2006",92,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","2007","2007",73,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","2008","2008",94,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","2009","2009",67,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","2010","2010",66,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","2011","2011",67,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","2012","2012",75,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","2013","2013",34,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","2014","2014",32,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","2015","2015",52,"Not Applicable","Not Applicable"
"Illinois","17","Medical Facility - Dead on Arrival","3","2016","2016",66,"Not Applicable","Not Applicable"
