"Census Region","Census Region Code","State","State Code","ICD-10 113 Cause List","ICD-10 113 Cause List Code","Year","Year Code","Deaths","Population","Crude Rate"
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","1999","1999",228,2881172,7.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2000","2000",227,2884065,7.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2001","2001",231,2880673,8
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2002","2002",225,2869862,7.8
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2003","2003",242,2859024,8.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2004","2004",235,2847180,8.3
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2005","2005",252,2823815,8.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2006","2006",228,2796852,8.2
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2007","2007",235,2765779,8.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2008","2008",203,2724448,7.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2009","2009",215,2682344,8
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2010","2010",208,2648885,7.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2011","2011",166,2590235,6.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2012","2012",170,2551553,6.7
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2013","2013",186,2524276,7.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2014","2014",164,2496703,6.6
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2015","2015",187,2475183,7.6
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2016","2016",193,2459552,7.8
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","1999","1999",145,2881172,5
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2000","2000",117,2884065,4.1
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2001","2001",103,2880673,3.6
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2002","2002",105,2869862,3.7
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2003","2003",74,2859024,2.6
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2004","2004",74,2847180,2.6
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2005","2005",68,2823815,2.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2006","2006",69,2796852,2.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2007","2007",64,2765779,2.3
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2008","2008",58,2724448,2.1
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2009","2009",73,2682344,2.7
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2010","2010",63,2648885,2.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2011","2011",58,2590235,2.2
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2012","2012",57,2551553,2.2
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2013","2013",60,2524276,2.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2014","2014",59,2496703,2.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2015","2015",69,2475183,2.8
"Census Region 2: Midwest","CENS-R2","Michigan","26","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2016","2016",69,2459552,2.8
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","1999","1999",120,2881172,4.2
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","2000","2000",128,2884065,4.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","2001","2001",137,2880673,4.8
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","2002","2002",158,2869862,5.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","2003","2003",134,2859024,4.7
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","2004","2004",136,2847180,4.8
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","2005","2005",134,2823815,4.7
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","2006","2006",126,2796852,4.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","2007","2007",130,2765779,4.7
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","2008","2008",126,2724448,4.6
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","2009","2009",87,2682344,3.2
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","2010","2010",99,2648885,3.7
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","2011","2011",86,2590235,3.3
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","2012","2012",96,2551553,3.8
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","2013","2013",100,2524276,4
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","2014","2014",87,2496703,3.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","2015","2015",81,2475183,3.3
"Census Region 2: Midwest","CENS-R2","Michigan","26","All other diseases (Residual) ","GR113-111","2016","2016",113,2459552,4.6
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","1999","1999",429,2881172,14.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2000","2000",465,2884065,16.1
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2001","2001",412,2880673,14.3
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2002","2002",449,2869862,15.6
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2003","2003",421,2859024,14.7
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2004","2004",401,2847180,14.1
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2005","2005",374,2823815,13.2
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2006","2006",328,2796852,11.7
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2007","2007",371,2765779,13.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2008","2008",297,2724448,10.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2009","2009",319,2682344,11.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2010","2010",299,2648885,11.3
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2011","2011",310,2590235,12
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2012","2012",304,2551553,11.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2013","2013",262,2524276,10.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2014","2014",265,2496703,10.6
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2015","2015",304,2475183,12.3
"Census Region 2: Midwest","CENS-R2","Michigan","26","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2016","2016",295,2459552,12
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","1999","1999",257,2881172,8.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","2000","2000",303,2884065,10.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","2001","2001",255,2880673,8.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","2002","2002",273,2869862,9.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","2003","2003",255,2859024,8.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","2004","2004",246,2847180,8.6
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","2005","2005",214,2823815,7.6
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","2006","2006",164,2796852,5.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","2007","2007",200,2765779,7.2
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","2008","2008",146,2724448,5.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","2009","2009",155,2682344,5.8
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","2010","2010",144,2648885,5.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","2011","2011",140,2590235,5.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","2012","2012",124,2551553,4.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","2013","2013",98,2524276,3.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","2014","2014",117,2496703,4.7
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","2015","2015",118,2475183,4.8
"Census Region 2: Midwest","CENS-R2","Michigan","26","Transport accidents (V01-V99,Y85)","GR113-113","2016","2016",121,2459552,4.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","1999","1999",245,2881172,8.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2000","2000",294,2884065,10.2
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2001","2001",246,2880673,8.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2002","2002",264,2869862,9.2
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2003","2003",250,2859024,8.7
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2004","2004",239,2847180,8.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2005","2005",209,2823815,7.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2006","2006",155,2796852,5.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2007","2007",197,2765779,7.1
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2008","2008",142,2724448,5.2
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2009","2009",149,2682344,5.6
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2010","2010",140,2648885,5.3
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2011","2011",136,2590235,5.3
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2012","2012",119,2551553,4.7
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2013","2013",91,2524276,3.6
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2014","2014",111,2496703,4.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2015","2015",115,2475183,4.6
"Census Region 2: Midwest","CENS-R2","Michigan","26","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2016","2016",117,2459552,4.8
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","1999","1999",172,2881172,6
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","2000","2000",162,2884065,5.6
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","2001","2001",157,2880673,5.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","2002","2002",176,2869862,6.1
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","2003","2003",166,2859024,5.8
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","2004","2004",155,2847180,5.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","2005","2005",160,2823815,5.7
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","2006","2006",164,2796852,5.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","2007","2007",171,2765779,6.2
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","2008","2008",151,2724448,5.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","2009","2009",164,2682344,6.1
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","2010","2010",155,2648885,5.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","2011","2011",170,2590235,6.6
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","2012","2012",180,2551553,7.1
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","2013","2013",164,2524276,6.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","2014","2014",148,2496703,5.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","2015","2015",186,2475183,7.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","Nontransport accidents (W00-X59,Y86)","GR113-117","2016","2016",174,2459552,7.1
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","1999","1999",48,2881172,1.7
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","2000","2000",41,2884065,1.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","2001","2001",37,2880673,1.3
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","2002","2002",38,2869862,1.3
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","2003","2003",39,2859024,1.4
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","2004","2004",22,2847180,0.8
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","2005","2005",28,2823815,1
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","2006","2006",34,2796852,1.2
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","2007","2007",26,2765779,0.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","2008","2008",21,2724448,0.8
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","2009","2009",25,2682344,0.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","2010","2010",31,2648885,1.2
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","2011","2011",27,2590235,1
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","2012","2012",44,2551553,1.7
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","2013","2013",24,2524276,1
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","2014","2014",16,2496703,"Unreliable"
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","2015","2015",18,2475183,"Unreliable"
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental drowning and submersion (W65-W74)","GR113-120","2016","2016",29,2459552,1.2
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental exposure to smoke, fire and flames (X00-X09)","GR113-121","1999","1999",57,2881172,2
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental exposure to smoke, fire and flames (X00-X09)","GR113-121","2000","2000",44,2884065,1.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental exposure to smoke, fire and flames (X00-X09)","GR113-121","2001","2001",34,2880673,1.2
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental exposure to smoke, fire and flames (X00-X09)","GR113-121","2002","2002",34,2869862,1.2
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental exposure to smoke, fire and flames (X00-X09)","GR113-121","2003","2003",42,2859024,1.5
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental exposure to smoke, fire and flames (X00-X09)","GR113-121","2004","2004",18,2847180,"Unreliable"
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental exposure to smoke, fire and flames (X00-X09)","GR113-121","2005","2005",18,2823815,"Unreliable"
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental exposure to smoke, fire and flames (X00-X09)","GR113-121","2006","2006",13,2796852,"Unreliable"
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental exposure to smoke, fire and flames (X00-X09)","GR113-121","2007","2007",24,2765779,0.9
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental exposure to smoke, fire and flames (X00-X09)","GR113-121","2008","2008",17,2724448,"Unreliable"
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental exposure to smoke, fire and flames (X00-X09)","GR113-121","2009","2009",20,2682344,0.7
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental exposure to smoke, fire and flames (X00-X09)","GR113-121","2010","2010",14,2648885,"Unreliable"
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental exposure to smoke, fire and flames (X00-X09)","GR113-121","2011","2011",10,2590235,"Unreliable"
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental exposure to smoke, fire and flames (X00-X09)","GR113-121","2013","2013",11,2524276,"Unreliable"
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental exposure to smoke, fire and flames (X00-X09)","GR113-121","2015","2015",12,2475183,"Unreliable"
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental poisoning and exposure to noxious substances (X40-X49)","GR113-122","2001","2001",12,2880673,"Unreliable"
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental poisoning and exposure to noxious substances (X40-X49)","GR113-122","2002","2002",15,2869862,"Unreliable"
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental poisoning and exposure to noxious substances (X40-X49)","GR113-122","2003","2003",11,2859024,"Unreliable"
"Census Region 2: Midwest","CENS-R2","Michigan","26","Accidental poisoning and exposure to noxious substances (X40-X49)","GR113-122","2004","2004",23,2847180,0.8
