"State","State Code","ICD Sub-Chapter","ICD Sub-Chapter Code","Year","Year Code","Deaths","Population","Crude Rate"
"District of Columbia","11","Intentional self-harm","X60-X84","2014","2014",14,658893,"Unreliable"
"District of Columbia","11","Intentional self-harm","X60-X84","2015","2015",11,672228,"Unreliable"
"District of Columbia","11","Assault","X85-Y09","1999","1999",145,570213,25.4
"District of Columbia","11","Assault","X85-Y09","2000","2000",138,572059,24.1
"District of Columbia","11","Assault","X85-Y09","2001","2001",141,574504,24.5
"District of Columbia","11","Assault","X85-Y09","2002","2002",176,573158,30.7
"District of Columbia","11","Assault","X85-Y09","2003","2003",156,568502,27.4
"District of Columbia","11","Assault","X85-Y09","2004","2004",137,567754,24.1
"District of Columbia","11","Assault","X85-Y09","2005","2005",142,567136,25
"District of Columbia","11","Assault","X85-Y09","2006","2006",120,570681,21
"District of Columbia","11","Assault","X85-Y09","2007","2007",129,574404,22.5
"District of Columbia","11","Assault","X85-Y09","2008","2008",122,580236,21
"District of Columbia","11","Assault","X85-Y09","2009","2009",104,592228,17.6
"District of Columbia","11","Assault","X85-Y09","2010","2010",84,601723,14
"District of Columbia","11","Assault","X85-Y09","2011","2011",77,617996,12.5
"District of Columbia","11","Assault","X85-Y09","2012","2012",55,632323,8.7
"District of Columbia","11","Assault","X85-Y09","2013","2013",61,646449,9.4
"District of Columbia","11","Assault","X85-Y09","2014","2014",67,658893,10.2
"District of Columbia","11","Assault","X85-Y09","2015","2015",105,672228,15.6
"District of Columbia","11","Assault","X85-Y09","2016","2016",98,681170,14.4
"Florida","12","Other external causes of accidental injury","W00-X59","1999","1999",14,15759421,"Unreliable"
"Florida","12","Other external causes of accidental injury","W00-X59","2000","2000",13,15982378,"Unreliable"
"Florida","12","Other external causes of accidental injury","W00-X59","2001","2001",23,16356966,0.1
"Florida","12","Other external causes of accidental injury","W00-X59","2002","2002",26,16689370,0.2
"Florida","12","Other external causes of accidental injury","W00-X59","2003","2003",27,17004085,0.2
"Florida","12","Other external causes of accidental injury","W00-X59","2004","2004",21,17415318,0.1
"Florida","12","Other external causes of accidental injury","W00-X59","2005","2005",23,17842038,0.1
"Florida","12","Other external causes of accidental injury","W00-X59","2006","2006",25,18166990,0.1
"Florida","12","Other external causes of accidental injury","W00-X59","2007","2007",16,18367842,"Unreliable"
"Florida","12","Other external causes of accidental injury","W00-X59","2008","2008",21,18527305,0.1
"Florida","12","Other external causes of accidental injury","W00-X59","2009","2009",23,18652644,0.1
"Florida","12","Other external causes of accidental injury","W00-X59","2010","2010",15,18801310,"Unreliable"
"Florida","12","Other external causes of accidental injury","W00-X59","2011","2011",30,19057542,0.2
"Florida","12","Other external causes of accidental injury","W00-X59","2012","2012",22,19317568,0.1
"Florida","12","Other external causes of accidental injury","W00-X59","2013","2013",22,19552860,0.1
"Florida","12","Other external causes of accidental injury","W00-X59","2014","2014",29,19893297,0.1
"Florida","12","Other external causes of accidental injury","W00-X59","2015","2015",30,20271272,0.1
"Florida","12","Other external causes of accidental injury","W00-X59","2016","2016",13,20612439,"Unreliable"
"Florida","12","Intentional self-harm","X60-X84","1999","1999",1136,15759421,7.2
"Florida","12","Intentional self-harm","X60-X84","2000","2000",1186,15982378,7.4
"Florida","12","Intentional self-harm","X60-X84","2001","2001",1197,16356966,7.3
"Florida","12","Intentional self-harm","X60-X84","2002","2002",1205,16689370,7.2
"Florida","12","Intentional self-harm","X60-X84","2003","2003",1242,17004085,7.3
"Florida","12","Intentional self-harm","X60-X84","2004","2004",1197,17415318,6.9
"Florida","12","Intentional self-harm","X60-X84","2005","2005",1163,17842038,6.5
"Florida","12","Intentional self-harm","X60-X84","2006","2006",1227,18166990,6.8
"Florida","12","Intentional self-harm","X60-X84","2007","2007",1284,18367842,7
"Florida","12","Intentional self-harm","X60-X84","2008","2008",1397,18527305,7.5
"Florida","12","Intentional self-harm","X60-X84","2009","2009",1472,18652644,7.9
"Florida","12","Intentional self-harm","X60-X84","2010","2010",1454,18801310,7.7
"Florida","12","Intentional self-harm","X60-X84","2011","2011",1490,19057542,7.8
"Florida","12","Intentional self-harm","X60-X84","2012","2012",1550,19317568,8
"Florida","12","Intentional self-harm","X60-X84","2013","2013",1566,19552860,8
"Florida","12","Intentional self-harm","X60-X84","2014","2014",1538,19893297,7.7
"Florida","12","Intentional self-harm","X60-X84","2015","2015",1630,20271272,8
"Florida","12","Intentional self-harm","X60-X84","2016","2016",1672,20612439,8.1
"Florida","12","Assault","X85-Y09","1999","1999",545,15759421,3.5
"Florida","12","Assault","X85-Y09","2000","2000",467,15982378,2.9
"Florida","12","Assault","X85-Y09","2001","2001",573,16356966,3.5
"Florida","12","Assault","X85-Y09","2002","2002",635,16689370,3.8
"Florida","12","Assault","X85-Y09","2003","2003",660,17004085,3.9
"Florida","12","Assault","X85-Y09","2004","2004",647,17415318,3.7
"Florida","12","Assault","X85-Y09","2005","2005",631,17842038,3.5
"Florida","12","Assault","X85-Y09","2006","2006",803,18166990,4.4
"Florida","12","Assault","X85-Y09","2007","2007",935,18367842,5.1
"Florida","12","Assault","X85-Y09","2008","2008",886,18527305,4.8
"Florida","12","Assault","X85-Y09","2009","2009",804,18652644,4.3
"Florida","12","Assault","X85-Y09","2010","2010",767,18801310,4.1
"Florida","12","Assault","X85-Y09","2011","2011",817,19057542,4.3
"Florida","12","Assault","X85-Y09","2012","2012",862,19317568,4.5
"Florida","12","Assault","X85-Y09","2013","2013",816,19552860,4.2
"Florida","12","Assault","X85-Y09","2014","2014",818,19893297,4.1
"Florida","12","Assault","X85-Y09","2015","2015",880,20271272,4.3
"Florida","12","Assault","X85-Y09","2016","2016",992,20612439,4.8
"Georgia","13","Other external causes of accidental injury","W00-X59","1999","1999",18,8045965,"Unreliable"
"Georgia","13","Other external causes of accidental injury","W00-X59","2000","2000",39,8186453,0.5
"Georgia","13","Other external causes of accidental injury","W00-X59","2001","2001",23,8377038,0.3
"Georgia","13","Other external causes of accidental injury","W00-X59","2002","2002",19,8508256,"Unreliable"
"Georgia","13","Other external causes of accidental injury","W00-X59","2003","2003",12,8622793,"Unreliable"
"Georgia","13","Other external causes of accidental injury","W00-X59","2004","2004",24,8769252,0.3
"Georgia","13","Other external causes of accidental injury","W00-X59","2005","2005",16,8925922,"Unreliable"
"Georgia","13","Other external causes of accidental injury","W00-X59","2006","2006",20,9155813,0.2
"Georgia","13","Other external causes of accidental injury","W00-X59","2007","2007",25,9349988,0.3
"Georgia","13","Other external causes of accidental injury","W00-X59","2008","2008",31,9504843,0.3
"Georgia","13","Other external causes of accidental injury","W00-X59","2009","2009",27,9620846,0.3
"Georgia","13","Other external causes of accidental injury","W00-X59","2010","2010",42,9687653,0.4
"Georgia","13","Other external causes of accidental injury","W00-X59","2011","2011",27,9815210,0.3
"Georgia","13","Other external causes of accidental injury","W00-X59","2012","2012",36,9919945,0.4
"Georgia","13","Other external causes of accidental injury","W00-X59","2013","2013",24,9992167,0.2
"Georgia","13","Other external causes of accidental injury","W00-X59","2014","2014",29,10097343,0.3
"Georgia","13","Other external causes of accidental injury","W00-X59","2015","2015",21,10214860,0.2
"Georgia","13","Other external causes of accidental injury","W00-X59","2016","2016",21,10310371,0.2
"Georgia","13","Intentional self-harm","X60-X84","1999","1999",628,8045965,7.8
"Georgia","13","Intentional self-harm","X60-X84","2000","2000",588,8186453,7.2
"Georgia","13","Intentional self-harm","X60-X84","2001","2001",626,8377038,7.5
"Georgia","13","Intentional self-harm","X60-X84","2002","2002",614,8508256,7.2
"Georgia","13","Intentional self-harm","X60-X84","2003","2003",656,8622793,7.6
"Georgia","13","Intentional self-harm","X60-X84","2004","2004",605,8769252,6.9
"Georgia","13","Intentional self-harm","X60-X84","2005","2005",590,8925922,6.6
"Georgia","13","Intentional self-harm","X60-X84","2006","2006",600,9155813,6.6
"Georgia","13","Intentional self-harm","X60-X84","2007","2007",641,9349988,6.9
"Georgia","13","Intentional self-harm","X60-X84","2008","2008",616,9504843,6.5
"Georgia","13","Intentional self-harm","X60-X84","2009","2009",743,9620846,7.7
"Georgia","13","Intentional self-harm","X60-X84","2010","2010",718,9687653,7.4
"Georgia","13","Intentional self-harm","X60-X84","2011","2011",742,9815210,7.6
"Georgia","13","Intentional self-harm","X60-X84","2012","2012",750,9919945,7.6
"Georgia","13","Intentional self-harm","X60-X84","2013","2013",747,9992167,7.5
"Georgia","13","Intentional self-harm","X60-X84","2014","2014",841,10097343,8.3
"Georgia","13","Intentional self-harm","X60-X84","2015","2015",823,10214860,8.1
"Georgia","13","Intentional self-harm","X60-X84","2016","2016",871,10310371,8.4
"Georgia","13","Assault","X85-Y09","1999","1999",438,8045965,5.4
"Georgia","13","Assault","X85-Y09","2000","2000",442,8186453,5.4
"Georgia","13","Assault","X85-Y09","2001","2001",454,8377038,5.4
"Georgia","13","Assault","X85-Y09","2002","2002",477,8508256,5.6
"Georgia","13","Assault","X85-Y09","2003","2003",493,8622793,5.7
"Georgia","13","Assault","X85-Y09","2004","2004",419,8769252,4.8
"Georgia","13","Assault","X85-Y09","2005","2005",439,8925922,4.9
"Georgia","13","Assault","X85-Y09","2006","2006",495,9155813,5.4
"Georgia","13","Assault","X85-Y09","2007","2007",557,9349988,6
"Georgia","13","Assault","X85-Y09","2008","2008",515,9504843,5.4
"Georgia","13","Assault","X85-Y09","2009","2009",456,9620846,4.7
"Georgia","13","Assault","X85-Y09","2010","2010",443,9687653,4.6
"Georgia","13","Assault","X85-Y09","2011","2011",439,9815210,4.5
"Georgia","13","Assault","X85-Y09","2012","2012",481,9919945,4.8
"Georgia","13","Assault","X85-Y09","2013","2013",472,9992167,4.7
"Georgia","13","Assault","X85-Y09","2014","2014",506,10097343,5
"Georgia","13","Assault","X85-Y09","2015","2015",581,10214860,5.7
"Georgia","13","Assault","X85-Y09","2016","2016",653,10310371,6.3
"Hawaii","15","Intentional self-harm","X60-X84","1999","1999",23,1210300,1.9
"Hawaii","15","Intentional self-harm","X60-X84","2000","2000",37,1211537,3.1
"Hawaii","15","Intentional self-harm","X60-X84","2001","2001",31,1225948,2.5
"Hawaii","15","Intentional self-harm","X60-X84","2002","2002",21,1239613,1.7
"Hawaii","15","Intentional self-harm","X60-X84","2003","2003",24,1251154,1.9
"Hawaii","15","Intentional self-harm","X60-X84","2004","2004",31,1273569,2.4
"Hawaii","15","Intentional self-harm","X60-X84","2005","2005",22,1292729,1.7
"Hawaii","15","Intentional self-harm","X60-X84","2006","2006",21,1309731,1.6
"Hawaii","15","Intentional self-harm","X60-X84","2007","2007",27,1315675,2.1
"Hawaii","15","Intentional self-harm","X60-X84","2008","2008",28,1332213,2.1
"Hawaii","15","Intentional self-harm","X60-X84","2009","2009",36,1346717,2.7
"Hawaii","15","Intentional self-harm","X60-X84","2010","2010",37,1360301,2.7
"Hawaii","15","Intentional self-harm","X60-X84","2011","2011",42,1374810,3.1
"Hawaii","15","Intentional self-harm","X60-X84","2012","2012",43,1392313,3.1
"Hawaii","15","Intentional self-harm","X60-X84","2013","2013",28,1404054,2
"Hawaii","15","Intentional self-harm","X60-X84","2014","2014",33,1419561,2.3
"Hawaii","15","Intentional self-harm","X60-X84","2015","2015",44,1431603,3.1
"Hawaii","15","Intentional self-harm","X60-X84","2016","2016",37,1428557,2.6
"Hawaii","15","Assault","X85-Y09","1999","1999",19,1210300,"Unreliable"
"Hawaii","15","Assault","X85-Y09","2002","2002",15,1239613,"Unreliable"
"Hawaii","15","Assault","X85-Y09","2003","2003",10,1251154,"Unreliable"
"Hawaii","15","Assault","X85-Y09","2008","2008",11,1332213,"Unreliable"
"Hawaii","15","Assault","X85-Y09","2009","2009",10,1346717,"Unreliable"
"Hawaii","15","Assault","X85-Y09","2016","2016",22,1428557,1.5
"Idaho","16","Intentional self-harm","X60-X84","1999","1999",125,1275674,9.8
"Idaho","16","Intentional self-harm","X60-X84","2000","2000",107,1293953,8.3
"Idaho","16","Intentional self-harm","X60-X84","2001","2001",136,1319962,10.3
"Idaho","16","Intentional self-harm","X60-X84","2002","2002",137,1340372,10.2
"Idaho","16","Intentional self-harm","X60-X84","2003","2003",137,1363380,10
"Idaho","16","Intentional self-harm","X60-X84","2004","2004",151,1391802,10.8
"Idaho","16","Intentional self-harm","X60-X84","2005","2005",160,1428241,11.2
"Idaho","16","Intentional self-harm","X60-X84","2006","2006",145,1468669,9.9
"Idaho","16","Intentional self-harm","X60-X84","2007","2007",147,1505105,9.8
"Idaho","16","Intentional self-harm","X60-X84","2008","2008",149,1534320,9.7
"Idaho","16","Intentional self-harm","X60-X84","2009","2009",176,1554439,11.3
"Idaho","16","Intentional self-harm","X60-X84","2010","2010",182,1567582,11.6
"Idaho","16","Intentional self-harm","X60-X84","2011","2011",167,1584985,10.5
"Idaho","16","Intentional self-harm","X60-X84","2012","2012",176,1595728,11
"Idaho","16","Intentional self-harm","X60-X84","2013","2013",200,1612136,12.4
"Idaho","16","Intentional self-harm","X60-X84","2014","2014",182,1634464,11.1
"Idaho","16","Intentional self-harm","X60-X84","2015","2015",215,1654930,13
"Idaho","16","Intentional self-harm","X60-X84","2016","2016",215,1683140,12.8
"Idaho","16","Assault","X85-Y09","1999","1999",16,1275674,"Unreliable"
"Idaho","16","Assault","X85-Y09","2000","2000",14,1293953,"Unreliable"
"Idaho","16","Assault","X85-Y09","2001","2001",25,1319962,1.9
"Idaho","16","Assault","X85-Y09","2002","2002",15,1340372,"Unreliable"
"Idaho","16","Assault","X85-Y09","2003","2003",19,1363380,"Unreliable"
"Idaho","16","Assault","X85-Y09","2004","2004",16,1391802,"Unreliable"
"Idaho","16","Assault","X85-Y09","2005","2005",28,1428241,2
"Idaho","16","Assault","X85-Y09","2006","2006",24,1468669,1.6
"Idaho","16","Assault","X85-Y09","2007","2007",29,1505105,1.9
"Idaho","16","Assault","X85-Y09","2008","2008",13,1534320,"Unreliable"
"Idaho","16","Assault","X85-Y09","2009","2009",10,1554439,"Unreliable"
"Idaho","16","Assault","X85-Y09","2010","2010",12,1567582,"Unreliable"
"Idaho","16","Assault","X85-Y09","2011","2011",16,1584985,"Unreliable"
"Idaho","16","Assault","X85-Y09","2012","2012",18,1595728,"Unreliable"
"Idaho","16","Assault","X85-Y09","2013","2013",14,1612136,"Unreliable"
"Idaho","16","Assault","X85-Y09","2014","2014",21,1634464,1.3
"Idaho","16","Assault","X85-Y09","2015","2015",22,1654930,1.3
"Idaho","16","Assault","X85-Y09","2016","2016",15,1683140,"Unreliable"
"Illinois","17","Other external causes of accidental injury","W00-X59","1999","1999",22,12359020,0.2
"Illinois","17","Other external causes of accidental injury","W00-X59","2000","2000",12,12419293,"Unreliable"
"Illinois","17","Other external causes of accidental injury","W00-X59","2001","2001",20,12488445,0.2
"Illinois","17","Other external causes of accidental injury","W00-X59","2002","2002",17,12525556,"Unreliable"
"Illinois","17","Other external causes of accidental injury","W00-X59","2003","2003",23,12556006,0.2
"Illinois","17","Other external causes of accidental injury","W00-X59","2004","2004",18,12589773,"Unreliable"
"Illinois","17","Other external causes of accidental injury","W00-X59","2005","2005",21,12609903,0.2
"Illinois","17","Other external causes of accidental injury","W00-X59","2006","2006",24,12643955,0.2
"Illinois","17","Other external causes of accidental injury","W00-X59","2007","2007",21,12695866,0.2
"Illinois","17","Other external causes of accidental injury","W00-X59","2008","2008",18,12747038,"Unreliable"
"Illinois","17","Other external causes of accidental injury","W00-X59","2009","2009",14,12796778,"Unreliable"
"Illinois","17","Other external causes of accidental injury","W00-X59","2010","2010",22,12830632,0.2
"Illinois","17","Other external causes of accidental injury","W00-X59","2011","2011",20,12869257,0.2
"Illinois","17","Other external causes of accidental injury","W00-X59","2012","2012",17,12875255,"Unreliable"
"Illinois","17","Other external causes of accidental injury","W00-X59","2013","2013",18,12882135,"Unreliable"
"Illinois","17","Other external causes of accidental injury","W00-X59","2015","2015",15,12859995,"Unreliable"
"Illinois","17","Other external causes of accidental injury","W00-X59","2016","2016",11,12801539,"Unreliable"
"Illinois","17","Intentional self-harm","X60-X84","1999","1999",481,12359020,3.9
"Illinois","17","Intentional self-harm","X60-X84","2000","2000",431,12419293,3.5
"Illinois","17","Intentional self-harm","X60-X84","2001","2001",505,12488445,4
"Illinois","17","Intentional self-harm","X60-X84","2002","2002",466,12525556,3.7
"Illinois","17","Intentional self-harm","X60-X84","2003","2003",404,12556006,3.2
"Illinois","17","Intentional self-harm","X60-X84","2004","2004",387,12589773,3.1
"Illinois","17","Intentional self-harm","X60-X84","2005","2005",424,12609903,3.4
"Illinois","17","Intentional self-harm","X60-X84","2006","2006",372,12643955,2.9
"Illinois","17","Intentional self-harm","X60-X84","2007","2007",423,12695866,3.3
"Illinois","17","Intentional self-harm","X60-X84","2008","2008",438,12747038,3.4
"Illinois","17","Intentional self-harm","X60-X84","2009","2009",402,12796778,3.1
"Illinois","17","Intentional self-harm","X60-X84","2010","2010",442,12830632,3.4
"Illinois","17","Intentional self-harm","X60-X84","2011","2011",461,12869257,3.6
"Illinois","17","Intentional self-harm","X60-X84","2012","2012",490,12875255,3.8
"Illinois","17","Intentional self-harm","X60-X84","2013","2013",496,12882135,3.9
"Illinois","17","Intentional self-harm","X60-X84","2014","2014",533,12880580,4.1
"Illinois","17","Intentional self-harm","X60-X84","2015","2015",495,12859995,3.8
"Illinois","17","Intentional self-harm","X60-X84","2016","2016",506,12801539,4
"Illinois","17","Assault","X85-Y09","1999","1999",689,12359020,5.6
"Illinois","17","Assault","X85-Y09","2000","2000",674,12419293,5.4
"Illinois","17","Assault","X85-Y09","2001","2001",747,12488445,6
"Illinois","17","Assault","X85-Y09","2002","2002",728,12525556,5.8
"Illinois","17","Assault","X85-Y09","2003","2003",696,12556006,5.5
"Illinois","17","Assault","X85-Y09","2004","2004",573,12589773,4.6
"Illinois","17","Assault","X85-Y09","2005","2005",569,12609903,4.5
"Illinois","17","Assault","X85-Y09","2006","2006",625,12643955,4.9
"Illinois","17","Assault","X85-Y09","2007","2007",575,12695866,4.5
"Illinois","17","Assault","X85-Y09","2008","2008",631,12747038,5
"Illinois","17","Assault","X85-Y09","2009","2009",628,12796778,4.9
"Illinois","17","Assault","X85-Y09","2010","2010",577,12830632,4.5
"Illinois","17","Assault","X85-Y09","2011","2011",610,12869257,4.7
"Illinois","17","Assault","X85-Y09","2012","2012",645,12875255,5
"Illinois","17","Assault","X85-Y09","2013","2013",576,12882135,4.5
"Illinois","17","Assault","X85-Y09","2014","2014",614,12880580,4.8
"Illinois","17","Assault","X85-Y09","2015","2015",692,12859995,5.4
"Illinois","17","Assault","X85-Y09","2016","2016",944,12801539,7.4
"Indiana","18","Other external causes of accidental injury","W00-X59","1999","1999",23,6044969,0.4
"Indiana","18","Other external causes of accidental injury","W00-X59","2000","2000",23,6080485,0.4
"Indiana","18","Other external causes of accidental injury","W00-X59","2001","2001",21,6127760,0.3
"Indiana","18","Other external causes of accidental injury","W00-X59","2002","2002",24,6155967,0.4
"Indiana","18","Other external causes of accidental injury","W00-X59","2003","2003",16,6196638,"Unreliable"
"Indiana","18","Other external causes of accidental injury","W00-X59","2004","2004",14,6233007,"Unreliable"
"Indiana","18","Other external causes of accidental injury","W00-X59","2005","2005",13,6278616,"Unreliable"
"Indiana","18","Other external causes of accidental injury","W00-X59","2006","2006",20,6332669,0.3
"Indiana","18","Other external causes of accidental injury","W00-X59","2007","2007",15,6379599,"Unreliable"
"Indiana","18","Other external causes of accidental injury","W00-X59","2008","2008",21,6424806,0.3
"Indiana","18","Other external causes of accidental injury","W00-X59","2009","2009",22,6459325,0.3
"Indiana","18","Other external causes of accidental injury","W00-X59","2010","2010",18,6483802,"Unreliable"
"Indiana","18","Other external causes of accidental injury","W00-X59","2011","2011",14,6516922,"Unreliable"
"Indiana","18","Other external causes of accidental injury","W00-X59","2012","2012",14,6537334,"Unreliable"
"Indiana","18","Other external causes of accidental injury","W00-X59","2013","2013",15,6570902,"Unreliable"
"Indiana","18","Other external causes of accidental injury","W00-X59","2014","2014",15,6596855,"Unreliable"
"Indiana","18","Other external causes of accidental injury","W00-X59","2015","2015",14,6619680,"Unreliable"
"Indiana","18","Other external causes of accidental injury","W00-X59","2016","2016",20,6633053,0.3
"Indiana","18","Intentional self-harm","X60-X84","1999","1999",368,6044969,6.1
"Indiana","18","Intentional self-harm","X60-X84","2000","2000",411,6080485,6.8
"Indiana","18","Intentional self-harm","X60-X84","2001","2001",411,6127760,6.7
"Indiana","18","Intentional self-harm","X60-X84","2002","2002",448,6155967,7.3
"Indiana","18","Intentional self-harm","X60-X84","2003","2003",418,6196638,6.7
"Indiana","18","Intentional self-harm","X60-X84","2004","2004",385,6233007,6.2
"Indiana","18","Intentional self-harm","X60-X84","2005","2005",416,6278616,6.6
"Indiana","18","Intentional self-harm","X60-X84","2006","2006",442,6332669,7
"Indiana","18","Intentional self-harm","X60-X84","2007","2007",392,6379599,6.1
"Indiana","18","Intentional self-harm","X60-X84","2008","2008",450,6424806,7
"Indiana","18","Intentional self-harm","X60-X84","2009","2009",458,6459325,7.1
"Indiana","18","Intentional self-harm","X60-X84","2010","2010",455,6483802,7
"Indiana","18","Intentional self-harm","X60-X84","2011","2011",411,6516922,6.3
"Indiana","18","Intentional self-harm","X60-X84","2012","2012",513,6537334,7.8
"Indiana","18","Intentional self-harm","X60-X84","2013","2013",523,6570902,8
"Indiana","18","Intentional self-harm","X60-X84","2014","2014",528,6596855,8
"Indiana","18","Intentional self-harm","X60-X84","2015","2015",517,6619680,7.8
"Indiana","18","Intentional self-harm","X60-X84","2016","2016",591,6633053,8.9
"Indiana","18","Assault","X85-Y09","1999","1999",271,6044969,4.5
"Indiana","18","Assault","X85-Y09","2000","2000",218,6080485,3.6
"Indiana","18","Assault","X85-Y09","2001","2001",290,6127760,4.7
"Indiana","18","Assault","X85-Y09","2002","2002",242,6155967,3.9
"Indiana","18","Assault","X85-Y09","2003","2003",247,6196638,4
"Indiana","18","Assault","X85-Y09","2004","2004",224,6233007,3.6
"Indiana","18","Assault","X85-Y09","2005","2005",257,6278616,4.1
"Indiana","18","Assault","X85-Y09","2006","2006",264,6332669,4.2
"Indiana","18","Assault","X85-Y09","2007","2007",251,6379599,3.9
"Indiana","18","Assault","X85-Y09","2008","2008",235,6424806,3.7
"Indiana","18","Assault","X85-Y09","2009","2009",245,6459325,3.8
"Indiana","18","Assault","X85-Y09","2010","2010",223,6483802,3.4
"Indiana","18","Assault","X85-Y09","2011","2011",202,6516922,3.1
"Indiana","18","Assault","X85-Y09","2012","2012",251,6537334,3.8
"Indiana","18","Assault","X85-Y09","2013","2013",298,6570902,4.5
"Indiana","18","Assault","X85-Y09","2014","2014",259,6596855,3.9
"Indiana","18","Assault","X85-Y09","2015","2015",294,6619680,4.4
"Indiana","18","Assault","X85-Y09","2016","2016",368,6633053,5.5
"Iowa","19","Intentional self-harm","X60-X84","1999","1999",160,2917634,5.5
"Iowa","19","Intentional self-harm","X60-X84","2000","2000",157,2926324,5.4
"Iowa","19","Intentional self-harm","X60-X84","2001","2001",157,2931997,5.4
"Iowa","19","Intentional self-harm","X60-X84","2002","2002",157,2934234,5.4
"Iowa","19","Intentional self-harm","X60-X84","2003","2003",178,2941999,6.1
"Iowa","19","Intentional self-harm","X60-X84","2004","2004",155,2953635,5.2
"Iowa","19","Intentional self-harm","X60-X84","2005","2005",170,2964454,5.7
"Iowa","19","Intentional self-harm","X60-X84","2006","2006",149,2982644,5
"Iowa","19","Intentional self-harm","X60-X84","2007","2007",133,2999212,4.4
"Iowa","19","Intentional self-harm","X60-X84","2008","2008",180,3016734,6
"Iowa","19","Intentional self-harm","X60-X84","2009","2009",160,3032870,5.3
"Iowa","19","Intentional self-harm","X60-X84","2010","2010",177,3046355,5.8
"Iowa","19","Intentional self-harm","X60-X84","2011","2011",185,3062309,6
"Iowa","19","Intentional self-harm","X60-X84","2012","2012",175,3074186,5.7
"Iowa","19","Intentional self-harm","X60-X84","2013","2013",221,3090416,7.2
"Iowa","19","Intentional self-harm","X60-X84","2014","2014",194,3107126,6.2
"Iowa","19","Intentional self-harm","X60-X84","2015","2015",193,3123899,6.2
"Iowa","19","Intentional self-harm","X60-X84","2016","2016",228,3134693,7.3
"Iowa","19","Assault","X85-Y09","1999","1999",28,2917634,1
"Iowa","19","Assault","X85-Y09","2000","2000",25,2926324,0.9
"Iowa","19","Assault","X85-Y09","2001","2001",24,2931997,0.8
"Iowa","19","Assault","X85-Y09","2002","2002",30,2934234,1
"Iowa","19","Assault","X85-Y09","2003","2003",24,2941999,0.8
"Iowa","19","Assault","X85-Y09","2004","2004",30,2953635,1
"Iowa","19","Assault","X85-Y09","2005","2005",23,2964454,0.8
"Iowa","19","Assault","X85-Y09","2006","2006",38,2982644,1.3
"Iowa","19","Assault","X85-Y09","2007","2007",18,2999212,"Unreliable"
"Iowa","19","Assault","X85-Y09","2008","2008",34,3016734,1.1
"Iowa","19","Assault","X85-Y09","2009","2009",19,3032870,"Unreliable"
"Iowa","19","Assault","X85-Y09","2010","2010",34,3046355,1.1
"Iowa","19","Assault","X85-Y09","2011","2011",31,3062309,1
"Iowa","19","Assault","X85-Y09","2012","2012",33,3074186,1.1
"Iowa","19","Assault","X85-Y09","2013","2013",24,3090416,0.8
"Iowa","19","Assault","X85-Y09","2014","2014",36,3107126,1.2
"Iowa","19","Assault","X85-Y09","2015","2015",47,3123899,1.5
"Iowa","19","Assault","X85-Y09","2016","2016",49,3134693,1.6
"Kansas","20","Other external causes of accidental injury","W00-X59","1999","1999",10,2678338,"Unreliable"
"Kansas","20","Other external causes of accidental injury","W00-X59","2001","2001",11,2702162,"Unreliable"
"Kansas","20","Other external causes of accidental injury","W00-X59","2008","2008",11,2808076,"Unreliable"
"Kansas","20","Other external causes of accidental injury","W00-X59","2010","2010",12,2853118,"Unreliable"
"Kansas","20","Intentional self-harm","X60-X84","1999","1999",166,2678338,6.2
"Kansas","20","Intentional self-harm","X60-X84","2000","2000",186,2688418,6.9
"Kansas","20","Intentional self-harm","X60-X84","2001","2001",160,2702162,5.9
"Kansas","20","Intentional self-harm","X60-X84","2002","2002",184,2713535,6.8
"Kansas","20","Intentional self-harm","X60-X84","2003","2003",211,2723004,7.7
"Kansas","20","Intentional self-harm","X60-X84","2004","2004",204,2734373,7.5
"Kansas","20","Intentional self-harm","X60-X84","2005","2005",188,2745299,6.8
"Kansas","20","Intentional self-harm","X60-X84","2006","2006",211,2762931,7.6
"Kansas","20","Intentional self-harm","X60-X84","2007","2007",213,2783785,7.7
"Kansas","20","Intentional self-harm","X60-X84","2008","2008",185,2808076,6.6
"Kansas","20","Intentional self-harm","X60-X84","2009","2009",200,2832704,7.1
"Kansas","20","Intentional self-harm","X60-X84","2010","2010",210,2853118,7.4
"Kansas","20","Intentional self-harm","X60-X84","2011","2011",233,2871238,8.1
"Kansas","20","Intentional self-harm","X60-X84","2012","2012",297,2885905,10.3
"Kansas","20","Intentional self-harm","X60-X84","2013","2013",241,2893957,8.3
"Kansas","20","Intentional self-harm","X60-X84","2014","2014",238,2904021,8.2
"Kansas","20","Intentional self-harm","X60-X84","2015","2015",224,2911641,7.7
"Kansas","20","Intentional self-harm","X60-X84","2016","2016",257,2907289,8.8
"Kansas","20","Assault","X85-Y09","1999","1999",88,2678338,3.3
"Kansas","20","Assault","X85-Y09","2000","2000",101,2688418,3.8
"Kansas","20","Assault","X85-Y09","2001","2001",91,2702162,3.4
"Kansas","20","Assault","X85-Y09","2002","2002",74,2713535,2.7
"Kansas","20","Assault","X85-Y09","2003","2003",78,2723004,2.9
"Kansas","20","Assault","X85-Y09","2004","2004",85,2734373,3.1
"Kansas","20","Assault","X85-Y09","2005","2005",61,2745299,2.2
"Kansas","20","Assault","X85-Y09","2006","2006",73,2762931,2.6
"Kansas","20","Assault","X85-Y09","2007","2007",71,2783785,2.6
