"Year","Year Code","2013 Urbanization","2013 Urbanization Code","Ten-Year Age Groups","Ten-Year Age Groups Code","ICD Sub-Chapter","ICD Sub-Chapter Code","Deaths","Population","Crude Rate"
"2002","2002","Medium Metro","3","15-24 years","15-24","Intentional self-harm","X60-X84",447,8748090,5.1
"2002","2002","Medium Metro","3","15-24 years","15-24","Assault","X85-Y09",703,8748090,8
"2002","2002","Medium Metro","3","25-34 years","25-34","Other external causes of accidental injury","W00-X59",31,7715554,0.4
"2002","2002","Medium Metro","3","25-34 years","25-34","Intentional self-harm","X60-X84",506,7715554,6.6
"2002","2002","Medium Metro","3","25-34 years","25-34","Assault","X85-Y09",591,7715554,7.7
"2002","2002","Medium Metro","3","35-44 years","35-44","Other external causes of accidental injury","W00-X59",21,8865888,0.2
"2002","2002","Medium Metro","3","35-44 years","35-44","Intentional self-harm","X60-X84",728,8865888,8.2
"2002","2002","Medium Metro","3","35-44 years","35-44","Assault","X85-Y09",350,8865888,3.9
"2002","2002","Medium Metro","3","45-54 years","45-54","Other external causes of accidental injury","W00-X59",20,8176045,0.2
"2002","2002","Medium Metro","3","45-54 years","45-54","Intentional self-harm","X60-X84",686,8176045,8.4
"2002","2002","Medium Metro","3","45-54 years","45-54","Assault","X85-Y09",210,8176045,2.6
"2002","2002","Medium Metro","3","55-64 years","55-64","Other external causes of accidental injury","W00-X59",12,5497141,"Unreliable"
"2002","2002","Medium Metro","3","55-64 years","55-64","Intentional self-harm","X60-X84",457,5497141,8.3
"2002","2002","Medium Metro","3","55-64 years","55-64","Assault","X85-Y09",87,5497141,1.6
"2002","2002","Medium Metro","3","65-74 years","65-74","Other external causes of accidental injury","W00-X59",10,3876903,"Unreliable"
"2002","2002","Medium Metro","3","65-74 years","65-74","Intentional self-harm","X60-X84",365,3876903,9.4
"2002","2002","Medium Metro","3","65-74 years","65-74","Assault","X85-Y09",40,3876903,1
"2002","2002","Medium Metro","3","75-84 years","75-84","Intentional self-harm","X60-X84",373,2704969,13.8
"2002","2002","Medium Metro","3","75-84 years","75-84","Assault","X85-Y09",27,2704969,1
"2002","2002","Medium Metro","3","85+ years","85+","Intentional self-harm","X60-X84",120,899189,13.3
"2002","2002","Small Metro","4","5-14 years","5-14","Intentional self-harm","X60-X84",13,3632985,"Unreliable"
"2002","2002","Small Metro","4","5-14 years","5-14","Assault","X85-Y09",10,3632985,"Unreliable"
"2002","2002","Small Metro","4","15-24 years","15-24","Other external causes of accidental injury","W00-X59",26,4285595,0.6
"2002","2002","Small Metro","4","15-24 years","15-24","Intentional self-harm","X60-X84",250,4285595,5.8
"2002","2002","Small Metro","4","15-24 years","15-24","Assault","X85-Y09",168,4285595,3.9
"2002","2002","Small Metro","4","25-34 years","25-34","Other external causes of accidental injury","W00-X59",15,3289202,"Unreliable"
"2002","2002","Small Metro","4","25-34 years","25-34","Intentional self-harm","X60-X84",258,3289202,7.8
"2002","2002","Small Metro","4","25-34 years","25-34","Assault","X85-Y09",151,3289202,4.6
"2002","2002","Small Metro","4","35-44 years","35-44","Other external causes of accidental injury","W00-X59",20,3830031,0.5
"2002","2002","Small Metro","4","35-44 years","35-44","Intentional self-harm","X60-X84",334,3830031,8.7
"2002","2002","Small Metro","4","35-44 years","35-44","Assault","X85-Y09",128,3830031,3.3
"2002","2002","Small Metro","4","45-54 years","45-54","Other external causes of accidental injury","W00-X59",13,3647545,"Unreliable"
"2002","2002","Small Metro","4","45-54 years","45-54","Intentional self-harm","X60-X84",372,3647545,10.2
"2002","2002","Small Metro","4","45-54 years","45-54","Assault","X85-Y09",60,3647545,1.6
"2002","2002","Small Metro","4","55-64 years","55-64","Other external causes of accidental injury","W00-X59",10,2530300,"Unreliable"
"2002","2002","Small Metro","4","55-64 years","55-64","Intentional self-harm","X60-X84",237,2530300,9.4
"2002","2002","Small Metro","4","55-64 years","55-64","Assault","X85-Y09",34,2530300,1.3
"2002","2002","Small Metro","4","65-74 years","65-74","Intentional self-harm","X60-X84",211,1846492,11.4
"2002","2002","Small Metro","4","65-74 years","65-74","Assault","X85-Y09",17,1846492,"Unreliable"
"2002","2002","Small Metro","4","75-84 years","75-84","Intentional self-harm","X60-X84",212,1262831,16.8
"2002","2002","Small Metro","4","85+ years","85+","Intentional self-harm","X60-X84",75,428833,17.5
"2002","2002","Micropolitan (Nonmetro)","5","5-14 years","5-14","Other external causes of accidental injury","W00-X59",14,3635389,"Unreliable"
"2002","2002","Micropolitan (Nonmetro)","5","5-14 years","5-14","Assault","X85-Y09",11,3635389,"Unreliable"
"2002","2002","Micropolitan (Nonmetro)","5","15-24 years","15-24","Other external causes of accidental injury","W00-X59",27,3890190,0.7
"2002","2002","Micropolitan (Nonmetro)","5","15-24 years","15-24","Intentional self-harm","X60-X84",281,3890190,7.2
"2002","2002","Micropolitan (Nonmetro)","5","15-24 years","15-24","Assault","X85-Y09",183,3890190,4.7
"2002","2002","Micropolitan (Nonmetro)","5","25-34 years","25-34","Other external causes of accidental injury","W00-X59",22,3107141,0.7
"2002","2002","Micropolitan (Nonmetro)","5","25-34 years","25-34","Intentional self-harm","X60-X84",282,3107141,9.1
"2002","2002","Micropolitan (Nonmetro)","5","25-34 years","25-34","Assault","X85-Y09",171,3107141,5.5
"2002","2002","Micropolitan (Nonmetro)","5","35-44 years","35-44","Other external causes of accidental injury","W00-X59",21,3785608,0.6
"2002","2002","Micropolitan (Nonmetro)","5","35-44 years","35-44","Intentional self-harm","X60-X84",381,3785608,10.1
"2002","2002","Micropolitan (Nonmetro)","5","35-44 years","35-44","Assault","X85-Y09",143,3785608,3.8
"2002","2002","Micropolitan (Nonmetro)","5","45-54 years","45-54","Other external causes of accidental injury","W00-X59",12,3691621,"Unreliable"
"2002","2002","Micropolitan (Nonmetro)","5","45-54 years","45-54","Intentional self-harm","X60-X84",398,3691621,10.8
"2002","2002","Micropolitan (Nonmetro)","5","45-54 years","45-54","Assault","X85-Y09",91,3691621,2.5
"2002","2002","Micropolitan (Nonmetro)","5","55-64 years","55-64","Other external causes of accidental injury","W00-X59",13,2642586,"Unreliable"
"2002","2002","Micropolitan (Nonmetro)","5","55-64 years","55-64","Intentional self-harm","X60-X84",306,2642586,11.6
"2002","2002","Micropolitan (Nonmetro)","5","55-64 years","55-64","Assault","X85-Y09",45,2642586,1.7
"2002","2002","Micropolitan (Nonmetro)","5","65-74 years","65-74","Intentional self-harm","X60-X84",237,1915420,12.4
"2002","2002","Micropolitan (Nonmetro)","5","65-74 years","65-74","Assault","X85-Y09",22,1915420,1.1
"2002","2002","Micropolitan (Nonmetro)","5","75-84 years","75-84","Intentional self-harm","X60-X84",222,1308953,17
"2002","2002","Micropolitan (Nonmetro)","5","75-84 years","75-84","Assault","X85-Y09",13,1308953,"Unreliable"
"2002","2002","Micropolitan (Nonmetro)","5","85+ years","85+","Intentional self-harm","X60-X84",69,464771,14.8
"2002","2002","NonCore (Nonmetro)","6","5-14 years","5-14","Intentional self-harm","X60-X84",10,2619736,"Unreliable"
"2002","2002","NonCore (Nonmetro)","6","5-14 years","5-14","Assault","X85-Y09",13,2619736,"Unreliable"
"2002","2002","NonCore (Nonmetro)","6","15-24 years","15-24","Other external causes of accidental injury","W00-X59",29,2472901,1.2
"2002","2002","NonCore (Nonmetro)","6","15-24 years","15-24","Intentional self-harm","X60-X84",230,2472901,9.3
"2002","2002","NonCore (Nonmetro)","6","15-24 years","15-24","Assault","X85-Y09",112,2472901,4.5
"2002","2002","NonCore (Nonmetro)","6","25-34 years","25-34","Other external causes of accidental injury","W00-X59",25,2090671,1.2
"2002","2002","NonCore (Nonmetro)","6","25-34 years","25-34","Intentional self-harm","X60-X84",217,2090671,10.4
"2002","2002","NonCore (Nonmetro)","6","25-34 years","25-34","Assault","X85-Y09",105,2090671,5
"2002","2002","NonCore (Nonmetro)","6","35-44 years","35-44","Other external causes of accidental injury","W00-X59",20,2707740,0.7
"2002","2002","NonCore (Nonmetro)","6","35-44 years","35-44","Intentional self-harm","X60-X84",370,2707740,13.7
"2002","2002","NonCore (Nonmetro)","6","35-44 years","35-44","Assault","X85-Y09",127,2707740,4.7
"2002","2002","NonCore (Nonmetro)","6","45-54 years","45-54","Other external causes of accidental injury","W00-X59",14,2705110,"Unreliable"
"2002","2002","NonCore (Nonmetro)","6","45-54 years","45-54","Intentional self-harm","X60-X84",323,2705110,11.9
"2002","2002","NonCore (Nonmetro)","6","45-54 years","45-54","Assault","X85-Y09",100,2705110,3.7
"2002","2002","NonCore (Nonmetro)","6","55-64 years","55-64","Intentional self-harm","X60-X84",234,2089634,11.2
"2002","2002","NonCore (Nonmetro)","6","55-64 years","55-64","Assault","X85-Y09",35,2089634,1.7
"2002","2002","NonCore (Nonmetro)","6","65-74 years","65-74","Intentional self-harm","X60-X84",221,1588753,13.9
"2002","2002","NonCore (Nonmetro)","6","65-74 years","65-74","Assault","X85-Y09",16,1588753,"Unreliable"
"2002","2002","NonCore (Nonmetro)","6","75-84 years","75-84","Intentional self-harm","X60-X84",189,1058026,17.9
"2002","2002","NonCore (Nonmetro)","6","75-84 years","75-84","Assault","X85-Y09",20,1058026,1.9
"2002","2002","NonCore (Nonmetro)","6","85+ years","85+","Intentional self-harm","X60-X84",71,392943,18.1
"2003","2003","Large Central Metro","1","1-4 years","1-4","Assault","X85-Y09",17,4971813,"Unreliable"
"2003","2003","Large Central Metro","1","5-14 years","5-14","Other external causes of accidental injury","W00-X59",10,12520763,"Unreliable"
"2003","2003","Large Central Metro","1","5-14 years","5-14","Intentional self-harm","X60-X84",16,12520763,"Unreliable"
"2003","2003","Large Central Metro","1","5-14 years","5-14","Assault","X85-Y09",87,12520763,0.7
"2003","2003","Large Central Metro","1","15-24 years","15-24","Other external causes of accidental injury","W00-X59",46,12699676,0.4
"2003","2003","Large Central Metro","1","15-24 years","15-24","Intentional self-harm","X60-X84",497,12699676,3.9
"2003","2003","Large Central Metro","1","15-24 years","15-24","Assault","X85-Y09",2590,12699676,20.4
"2003","2003","Large Central Metro","1","25-34 years","25-34","Other external causes of accidental injury","W00-X59",24,13897529,0.2
"2003","2003","Large Central Metro","1","25-34 years","25-34","Intentional self-harm","X60-X84",623,13897529,4.5
"2003","2003","Large Central Metro","1","25-34 years","25-34","Assault","X85-Y09",2009,13897529,14.5
"2003","2003","Large Central Metro","1","35-44 years","35-44","Other external causes of accidental injury","W00-X59",15,13758994,"Unreliable"
"2003","2003","Large Central Metro","1","35-44 years","35-44","Intentional self-harm","X60-X84",626,13758994,4.5
"2003","2003","Large Central Metro","1","35-44 years","35-44","Assault","X85-Y09",925,13758994,6.7
"2003","2003","Large Central Metro","1","45-54 years","45-54","Intentional self-harm","X60-X84",695,11960450,5.8
"2003","2003","Large Central Metro","1","45-54 years","45-54","Assault","X85-Y09",463,11960450,3.9
"2003","2003","Large Central Metro","1","55-64 years","55-64","Intentional self-harm","X60-X84",515,7806671,6.6
"2003","2003","Large Central Metro","1","55-64 years","55-64","Assault","X85-Y09",144,7806671,1.8
"2003","2003","Large Central Metro","1","65-74 years","65-74","Intentional self-harm","X60-X84",334,5018556,6.7
"2003","2003","Large Central Metro","1","65-74 years","65-74","Assault","X85-Y09",51,5018556,1
"2003","2003","Large Central Metro","1","75-84 years","75-84","Intentional self-harm","X60-X84",362,3579297,10.1
"2003","2003","Large Central Metro","1","75-84 years","75-84","Assault","X85-Y09",27,3579297,0.8
"2003","2003","Large Central Metro","1","85+ years","85+","Intentional self-harm","X60-X84",130,1235115,10.5
"2003","2003","Large Central Metro","1","Not Stated","NS","Assault","X85-Y09",13,"Not Applicable","Not Applicable"
"2003","2003","Large Fringe Metro","2","5-14 years","5-14","Assault","X85-Y09",30,10270506,0.3
"2003","2003","Large Fringe Metro","2","15-24 years","15-24","Other external causes of accidental injury","W00-X59",32,9069003,0.4
"2003","2003","Large Fringe Metro","2","15-24 years","15-24","Intentional self-harm","X60-X84",397,9069003,4.4
"2003","2003","Large Fringe Metro","2","15-24 years","15-24","Assault","X85-Y09",653,9069003,7.2
"2003","2003","Large Fringe Metro","2","25-34 years","25-34","Other external causes of accidental injury","W00-X59",20,9180412,0.2
"2003","2003","Large Fringe Metro","2","25-34 years","25-34","Intentional self-harm","X60-X84",466,9180412,5.1
"2003","2003","Large Fringe Metro","2","25-34 years","25-34","Assault","X85-Y09",524,9180412,5.7
"2003","2003","Large Fringe Metro","2","35-44 years","35-44","Other external causes of accidental injury","W00-X59",19,11512961,"Unreliable"
"2003","2003","Large Fringe Metro","2","35-44 years","35-44","Intentional self-harm","X60-X84",665,11512961,5.8
"2003","2003","Large Fringe Metro","2","35-44 years","35-44","Assault","X85-Y09",331,11512961,2.9
"2003","2003","Large Fringe Metro","2","45-54 years","45-54","Other external causes of accidental injury","W00-X59",14,10287950,"Unreliable"
"2003","2003","Large Fringe Metro","2","45-54 years","45-54","Intentional self-harm","X60-X84",708,10287950,6.9
"2003","2003","Large Fringe Metro","2","45-54 years","45-54","Assault","X85-Y09",191,10287950,1.9
"2003","2003","Large Fringe Metro","2","55-64 years","55-64","Intentional self-harm","X60-X84",483,6835234,7.1
"2003","2003","Large Fringe Metro","2","55-64 years","55-64","Assault","X85-Y09",58,6835234,0.8
"2003","2003","Large Fringe Metro","2","65-74 years","65-74","Intentional self-harm","X60-X84",340,4189190,8.1
"2003","2003","Large Fringe Metro","2","65-74 years","65-74","Assault","X85-Y09",26,4189190,0.6
"2003","2003","Large Fringe Metro","2","75-84 years","75-84","Intentional self-harm","X60-X84",289,2917650,9.9
"2003","2003","Large Fringe Metro","2","75-84 years","75-84","Assault","X85-Y09",15,2917650,"Unreliable"
"2003","2003","Large Fringe Metro","2","85+ years","85+","Intentional self-harm","X60-X84",109,1005419,10.8
"2003","2003","Medium Metro","3","5-14 years","5-14","Intentional self-harm","X60-X84",15,8432720,"Unreliable"
"2003","2003","Medium Metro","3","5-14 years","5-14","Assault","X85-Y09",30,8432720,0.4
"2003","2003","Medium Metro","3","15-24 years","15-24","Other external causes of accidental injury","W00-X59",55,8882329,0.6
"2003","2003","Medium Metro","3","15-24 years","15-24","Intentional self-harm","X60-X84",453,8882329,5.1
"2003","2003","Medium Metro","3","15-24 years","15-24","Assault","X85-Y09",672,8882329,7.6
"2003","2003","Medium Metro","3","25-34 years","25-34","Other external causes of accidental injury","W00-X59",26,7715506,0.3
"2003","2003","Medium Metro","3","25-34 years","25-34","Intentional self-harm","X60-X84",497,7715506,6.4
"2003","2003","Medium Metro","3","25-34 years","25-34","Assault","X85-Y09",558,7715506,7.2
"2003","2003","Medium Metro","3","35-44 years","35-44","Other external causes of accidental injury","W00-X59",28,8757812,0.3
"2003","2003","Medium Metro","3","35-44 years","35-44","Intentional self-harm","X60-X84",624,8757812,7.1
"2003","2003","Medium Metro","3","35-44 years","35-44","Assault","X85-Y09",317,8757812,3.6
"2003","2003","Medium Metro","3","45-54 years","45-54","Other external causes of accidental injury","W00-X59",20,8347513,0.2
"2003","2003","Medium Metro","3","45-54 years","45-54","Intentional self-harm","X60-X84",750,8347513,9
"2003","2003","Medium Metro","3","45-54 years","45-54","Assault","X85-Y09",197,8347513,2.4
"2003","2003","Medium Metro","3","55-64 years","55-64","Other external causes of accidental injury","W00-X59",10,5788529,"Unreliable"
"2003","2003","Medium Metro","3","55-64 years","55-64","Intentional self-harm","X60-X84",543,5788529,9.4
"2003","2003","Medium Metro","3","55-64 years","55-64","Assault","X85-Y09",86,5788529,1.5
"2003","2003","Medium Metro","3","65-74 years","65-74","Other external causes of accidental injury","W00-X59",10,3901506,"Unreliable"
"2003","2003","Medium Metro","3","65-74 years","65-74","Intentional self-harm","X60-X84",394,3901506,10.1
"2003","2003","Medium Metro","3","65-74 years","65-74","Assault","X85-Y09",38,3901506,1
"2003","2003","Medium Metro","3","75-84 years","75-84","Intentional self-harm","X60-X84",361,2738486,13.2
"2003","2003","Medium Metro","3","75-84 years","75-84","Assault","X85-Y09",18,2738486,"Unreliable"
"2003","2003","Medium Metro","3","85+ years","85+","Intentional self-harm","X60-X84",117,924457,12.7
"2003","2003","Small Metro","4","5-14 years","5-14","Intentional self-harm","X60-X84",14,3621723,"Unreliable"
"2003","2003","Small Metro","4","5-14 years","5-14","Assault","X85-Y09",16,3621723,"Unreliable"
"2003","2003","Small Metro","4","15-24 years","15-24","Other external causes of accidental injury","W00-X59",17,4336030,"Unreliable"
"2003","2003","Small Metro","4","15-24 years","15-24","Intentional self-harm","X60-X84",240,4336030,5.5
"2003","2003","Small Metro","4","15-24 years","15-24","Assault","X85-Y09",202,4336030,4.7
"2003","2003","Small Metro","4","25-34 years","25-34","Intentional self-harm","X60-X84",250,3289995,7.6
"2003","2003","Small Metro","4","25-34 years","25-34","Assault","X85-Y09",171,3289995,5.2
"2003","2003","Small Metro","4","35-44 years","35-44","Other external causes of accidental injury","W00-X59",12,3766941,"Unreliable"
"2003","2003","Small Metro","4","35-44 years","35-44","Intentional self-harm","X60-X84",339,3766941,9
"2003","2003","Small Metro","4","35-44 years","35-44","Assault","X85-Y09",133,3766941,3.5
"2003","2003","Small Metro","4","45-54 years","45-54","Intentional self-harm","X60-X84",390,3718866,10.5
"2003","2003","Small Metro","4","45-54 years","45-54","Assault","X85-Y09",77,3718866,2.1
"2003","2003","Small Metro","4","55-64 years","55-64","Intentional self-harm","X60-X84",238,2654985,9
"2003","2003","Small Metro","4","55-64 years","55-64","Assault","X85-Y09",34,2654985,1.3
"2003","2003","Small Metro","4","65-74 years","65-74","Intentional self-harm","X60-X84",194,1861953,10.4
"2003","2003","Small Metro","4","65-74 years","65-74","Assault","X85-Y09",12,1861953,"Unreliable"
"2003","2003","Small Metro","4","75-84 years","75-84","Intentional self-harm","X60-X84",180,1277970,14.1
"2003","2003","Small Metro","4","85+ years","85+","Intentional self-harm","X60-X84",59,437768,13.5
"2003","2003","Micropolitan (Nonmetro)","5","5-14 years","5-14","Intentional self-harm","X60-X84",10,3603064,"Unreliable"
"2003","2003","Micropolitan (Nonmetro)","5","5-14 years","5-14","Assault","X85-Y09",12,3603064,"Unreliable"
"2003","2003","Micropolitan (Nonmetro)","5","15-24 years","15-24","Other external causes of accidental injury","W00-X59",29,3920611,0.7
"2003","2003","Micropolitan (Nonmetro)","5","15-24 years","15-24","Intentional self-harm","X60-X84",254,3920611,6.5
"2003","2003","Micropolitan (Nonmetro)","5","15-24 years","15-24","Assault","X85-Y09",180,3920611,4.6
"2003","2003","Micropolitan (Nonmetro)","5","25-34 years","25-34","Other external causes of accidental injury","W00-X59",20,3087954,0.6
"2003","2003","Micropolitan (Nonmetro)","5","25-34 years","25-34","Intentional self-harm","X60-X84",308,3087954,10
"2003","2003","Micropolitan (Nonmetro)","5","25-34 years","25-34","Assault","X85-Y09",157,3087954,5.1
"2003","2003","Micropolitan (Nonmetro)","5","35-44 years","35-44","Other external causes of accidental injury","W00-X59",18,3708279,"Unreliable"
"2003","2003","Micropolitan (Nonmetro)","5","35-44 years","35-44","Intentional self-harm","X60-X84",378,3708279,10.2
"2003","2003","Micropolitan (Nonmetro)","5","35-44 years","35-44","Assault","X85-Y09",136,3708279,3.7
"2003","2003","Micropolitan (Nonmetro)","5","45-54 years","45-54","Other external causes of accidental injury","W00-X59",30,3755494,0.8
"2003","2003","Micropolitan (Nonmetro)","5","45-54 years","45-54","Intentional self-harm","X60-X84",385,3755494,10.3
"2003","2003","Micropolitan (Nonmetro)","5","45-54 years","45-54","Assault","X85-Y09",92,3755494,2.4
"2003","2003","Micropolitan (Nonmetro)","5","55-64 years","55-64","Other external causes of accidental injury","W00-X59",17,2758777,"Unreliable"
"2003","2003","Micropolitan (Nonmetro)","5","55-64 years","55-64","Intentional self-harm","X60-X84",282,2758777,10.2
"2003","2003","Micropolitan (Nonmetro)","5","55-64 years","55-64","Assault","X85-Y09",36,2758777,1.3
"2003","2003","Micropolitan (Nonmetro)","5","65-74 years","65-74","Intentional self-harm","X60-X84",224,1927066,11.6
"2003","2003","Micropolitan (Nonmetro)","5","65-74 years","65-74","Assault","X85-Y09",18,1927066,"Unreliable"
"2003","2003","Micropolitan (Nonmetro)","5","75-84 years","75-84","Intentional self-harm","X60-X84",218,1318823,16.5
"2003","2003","Micropolitan (Nonmetro)","5","75-84 years","75-84","Assault","X85-Y09",11,1318823,"Unreliable"
"2003","2003","Micropolitan (Nonmetro)","5","85+ years","85+","Intentional self-harm","X60-X84",83,470151,17.7
"2003","2003","NonCore (Nonmetro)","6","5-14 years","5-14","Other external causes of accidental injury","W00-X59",15,2587428,"Unreliable"
"2003","2003","NonCore (Nonmetro)","6","5-14 years","5-14","Intentional self-harm","X60-X84",11,2587428,"Unreliable"
"2003","2003","NonCore (Nonmetro)","6","5-14 years","5-14","Assault","X85-Y09",12,2587428,"Unreliable"
"2003","2003","NonCore (Nonmetro)","6","15-24 years","15-24","Other external causes of accidental injury","W00-X59",21,2481205,0.8
"2003","2003","NonCore (Nonmetro)","6","15-24 years","15-24","Intentional self-harm","X60-X84",234,2481205,9.4
"2003","2003","NonCore (Nonmetro)","6","15-24 years","15-24","Assault","X85-Y09",113,2481205,4.6
"2003","2003","NonCore (Nonmetro)","6","25-34 years","25-34","Other external causes of accidental injury","W00-X59",21,2072399,1
"2003","2003","NonCore (Nonmetro)","6","25-34 years","25-34","Intentional self-harm","X60-X84",237,2072399,11.4
"2003","2003","NonCore (Nonmetro)","6","25-34 years","25-34","Assault","X85-Y09",121,2072399,5.8
"2003","2003","NonCore (Nonmetro)","6","35-44 years","35-44","Other external causes of accidental injury","W00-X59",26,2649219,1
"2003","2003","NonCore (Nonmetro)","6","35-44 years","35-44","Intentional self-harm","X60-X84",295,2649219,11.1
"2003","2003","NonCore (Nonmetro)","6","35-44 years","35-44","Assault","X85-Y09",99,2649219,3.7
"2003","2003","NonCore (Nonmetro)","6","45-54 years","45-54","Other external causes of accidental injury","W00-X59",14,2749681,"Unreliable"
"2003","2003","NonCore (Nonmetro)","6","45-54 years","45-54","Intentional self-harm","X60-X84",351,2749681,12.8
"2003","2003","NonCore (Nonmetro)","6","45-54 years","45-54","Assault","X85-Y09",90,2749681,3.3
"2003","2003","NonCore (Nonmetro)","6","55-64 years","55-64","Other external causes of accidental injury","W00-X59",15,2164749,"Unreliable"
"2003","2003","NonCore (Nonmetro)","6","55-64 years","55-64","Intentional self-harm","X60-X84",256,2164749,11.8
"2003","2003","NonCore (Nonmetro)","6","55-64 years","55-64","Assault","X85-Y09",36,2164749,1.7
"2003","2003","NonCore (Nonmetro)","6","65-74 years","65-74","Other external causes of accidental injury","W00-X59",10,1602644,"Unreliable"
"2003","2003","NonCore (Nonmetro)","6","65-74 years","65-74","Intentional self-harm","X60-X84",214,1602644,13.4
"2003","2003","NonCore (Nonmetro)","6","65-74 years","65-74","Assault","X85-Y09",16,1602644,"Unreliable"
"2003","2003","NonCore (Nonmetro)","6","75-84 years","75-84","Intentional self-harm","X60-X84",185,1064212,17.4
"2003","2003","NonCore (Nonmetro)","6","85+ years","85+","Intentional self-harm","X60-X84",61,393266,15.5
"2004","2004","Large Central Metro","1","1-4 years","1-4","Assault","X85-Y09",15,5021028,"Unreliable"
"2004","2004","Large Central Metro","1","5-14 years","5-14","Assault","X85-Y09",87,12391962,0.7
"2004","2004","Large Central Metro","1","15-24 years","15-24","Other external causes of accidental injury","W00-X59",40,12814630,0.3
"2004","2004","Large Central Metro","1","15-24 years","15-24","Intentional self-harm","X60-X84",487,12814630,3.8
"2004","2004","Large Central Metro","1","15-24 years","15-24","Assault","X85-Y09",2460,12814630,19.2
"2004","2004","Large Central Metro","1","25-34 years","25-34","Other external causes of accidental injury","W00-X59",27,13866867,0.2
"2004","2004","Large Central Metro","1","25-34 years","25-34","Intentional self-harm","X60-X84",565,13866867,4.1
"2004","2004","Large Central Metro","1","25-34 years","25-34","Assault","X85-Y09",1908,13866867,13.8
"2004","2004","Large Central Metro","1","35-44 years","35-44","Other external causes of accidental injury","W00-X59",23,13665090,0.2
"2004","2004","Large Central Metro","1","35-44 years","35-44","Intentional self-harm","X60-X84",621,13665090,4.5
"2004","2004","Large Central Metro","1","35-44 years","35-44","Assault","X85-Y09",890,13665090,6.5
"2004","2004","Large Central Metro","1","45-54 years","45-54","Other external causes of accidental injury","W00-X59",17,12162316,"Unreliable"
"2004","2004","Large Central Metro","1","45-54 years","45-54","Intentional self-harm","X60-X84",682,12162316,5.6
"2004","2004","Large Central Metro","1","45-54 years","45-54","Assault","X85-Y09",430,12162316,3.5
"2004","2004","Large Central Metro","1","55-64 years","55-64","Intentional self-harm","X60-X84",484,8141779,5.9
"2004","2004","Large Central Metro","1","55-64 years","55-64","Assault","X85-Y09",184,8141779,2.3
"2004","2004","Large Central Metro","1","65-74 years","65-74","Intentional self-harm","X60-X84",330,5030613,6.6
"2004","2004","Large Central Metro","1","65-74 years","65-74","Assault","X85-Y09",55,5030613,1.1
"2004","2004","Large Central Metro","1","75-84 years","75-84","Intentional self-harm","X60-X84",357,3587157,10
"2004","2004","Large Central Metro","1","75-84 years","75-84","Assault","X85-Y09",20,3587157,0.6
"2004","2004","Large Central Metro","1","85+ years","85+","Intentional self-harm","X60-X84",125,1251917,10
"2004","2004","Large Fringe Metro","2","5-14 years","5-14","Intentional self-harm","X60-X84",19,10312795,"Unreliable"
"2004","2004","Large Fringe Metro","2","5-14 years","5-14","Assault","X85-Y09",31,10312795,0.3
"2004","2004","Large Fringe Metro","2","15-24 years","15-24","Other external causes of accidental injury","W00-X59",24,9279319,0.3
"2004","2004","Large Fringe Metro","2","15-24 years","15-24","Intentional self-harm","X60-X84",374,9279319,4
"2004","2004","Large Fringe Metro","2","15-24 years","15-24","Assault","X85-Y09",628,9279319,6.8
"2004","2004","Large Fringe Metro","2","25-34 years","25-34","Other external causes of accidental injury","W00-X59",17,9173474,"Unreliable"
"2004","2004","Large Fringe Metro","2","25-34 years","25-34","Intentional self-harm","X60-X84",448,9173474,4.9
"2004","2004","Large Fringe Metro","2","25-34 years","25-34","Assault","X85-Y09",536,9173474,5.8
"2004","2004","Large Fringe Metro","2","35-44 years","35-44","Other external causes of accidental injury","W00-X59",13,11465578,"Unreliable"
"2004","2004","Large Fringe Metro","2","35-44 years","35-44","Intentional self-harm","X60-X84",684,11465578,6
"2004","2004","Large Fringe Metro","2","35-44 years","35-44","Assault","X85-Y09",304,11465578,2.7
"2004","2004","Large Fringe Metro","2","45-54 years","45-54","Other external causes of accidental injury","W00-X59",22,10557978,0.2
"2004","2004","Large Fringe Metro","2","45-54 years","45-54","Intentional self-harm","X60-X84",708,10557978,6.7
"2004","2004","Large Fringe Metro","2","45-54 years","45-54","Assault","X85-Y09",182,10557978,1.7
"2004","2004","Large Fringe Metro","2","55-64 years","55-64","Intentional self-harm","X60-X84",499,7180251,6.9
"2004","2004","Large Fringe Metro","2","55-64 years","55-64","Assault","X85-Y09",72,7180251,1
"2004","2004","Large Fringe Metro","2","65-74 years","65-74","Intentional self-harm","X60-X84",288,4243484,6.8
"2004","2004","Large Fringe Metro","2","65-74 years","65-74","Assault","X85-Y09",35,4243484,0.8
"2004","2004","Large Fringe Metro","2","75-84 years","75-84","Intentional self-harm","X60-X84",281,2956194,9.5
"2004","2004","Large Fringe Metro","2","75-84 years","75-84","Assault","X85-Y09",23,2956194,0.8
"2004","2004","Large Fringe Metro","2","85+ years","85+","Intentional self-harm","X60-X84",80,1032112,7.8
"2004","2004","Medium Metro","3","5-14 years","5-14","Other external causes of accidental injury","W00-X59",12,8429868,"Unreliable"
"2004","2004","Medium Metro","3","5-14 years","5-14","Assault","X85-Y09",28,8429868,0.3
"2004","2004","Medium Metro","3","15-24 years","15-24","Other external causes of accidental injury","W00-X59",41,9030149,0.5
"2004","2004","Medium Metro","3","15-24 years","15-24","Intentional self-harm","X60-X84",486,9030149,5.4
