"State","State Code","2013 Urbanization","2013 Urbanization Code","Year","Year Code","Place of Death","Place of Death Code","Deaths","Population","Crude Rate"
"Pennsylvania","42","Large Central Metro","1","2006","2006","Medical Facility - Dead on Arrival","3",164,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Central Metro","1","2007","2007","Medical Facility - Dead on Arrival","3",113,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Central Metro","1","2008","2008","Medical Facility - Dead on Arrival","3",93,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Central Metro","1","2009","2009","Medical Facility - Dead on Arrival","3",96,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Central Metro","1","2010","2010","Medical Facility - Dead on Arrival","3",91,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Central Metro","1","2011","2011","Medical Facility - Dead on Arrival","3",116,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Central Metro","1","2012","2012","Medical Facility - Dead on Arrival","3",109,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Central Metro","1","2013","2013","Medical Facility - Dead on Arrival","3",65,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Central Metro","1","2014","2014","Medical Facility - Dead on Arrival","3",58,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Central Metro","1","2015","2015","Medical Facility - Dead on Arrival","3",58,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Central Metro","1","2016","2016","Medical Facility - Dead on Arrival","3",61,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Fringe Metro","2","1999","1999","Medical Facility - Dead on Arrival","3",25,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Fringe Metro","2","2000","2000","Medical Facility - Dead on Arrival","3",15,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Fringe Metro","2","2001","2001","Medical Facility - Dead on Arrival","3",25,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Fringe Metro","2","2002","2002","Medical Facility - Dead on Arrival","3",14,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Fringe Metro","2","2003","2003","Medical Facility - Dead on Arrival","3",13,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Fringe Metro","2","2004","2004","Medical Facility - Dead on Arrival","3",17,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Fringe Metro","2","2005","2005","Medical Facility - Dead on Arrival","3",25,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Fringe Metro","2","2006","2006","Medical Facility - Dead on Arrival","3",17,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Fringe Metro","2","2007","2007","Medical Facility - Dead on Arrival","3",15,"Not Applicable","Not Applicable"
"Pennsylvania","42","Large Fringe Metro","2","2008","2008","Medical Facility - Dead on Arrival","3",11,"Not Applicable","Not Applicable"
"Pennsylvania","42","Medium Metro","3","2004","2004","Medical Facility - Dead on Arrival","3",12,"Not Applicable","Not Applicable"
"Tennessee","47","Large Central Metro","1","1999","1999","Medical Facility - Dead on Arrival","3",84,"Not Applicable","Not Applicable"
"Tennessee","47","Large Central Metro","1","2000","2000","Medical Facility - Dead on Arrival","3",86,"Not Applicable","Not Applicable"
"Tennessee","47","Large Central Metro","1","2001","2001","Medical Facility - Dead on Arrival","3",79,"Not Applicable","Not Applicable"
"Tennessee","47","Large Central Metro","1","2002","2002","Medical Facility - Dead on Arrival","3",102,"Not Applicable","Not Applicable"
"Tennessee","47","Large Central Metro","1","2003","2003","Medical Facility - Dead on Arrival","3",89,"Not Applicable","Not Applicable"
"Tennessee","47","Large Central Metro","1","2004","2004","Medical Facility - Dead on Arrival","3",25,"Not Applicable","Not Applicable"
"Tennessee","47","Large Central Metro","1","2005","2005","Medical Facility - Dead on Arrival","3",20,"Not Applicable","Not Applicable"
"Tennessee","47","Large Central Metro","1","2006","2006","Medical Facility - Dead on Arrival","3",18,"Not Applicable","Not Applicable"
"Tennessee","47","Large Central Metro","1","2007","2007","Medical Facility - Dead on Arrival","3",34,"Not Applicable","Not Applicable"
"Tennessee","47","Large Central Metro","1","2008","2008","Medical Facility - Dead on Arrival","3",38,"Not Applicable","Not Applicable"
"Tennessee","47","Large Central Metro","1","2009","2009","Medical Facility - Dead on Arrival","3",12,"Not Applicable","Not Applicable"
"Tennessee","47","Large Fringe Metro","2","1999","1999","Medical Facility - Dead on Arrival","3",26,"Not Applicable","Not Applicable"
"Tennessee","47","Large Fringe Metro","2","2000","2000","Medical Facility - Dead on Arrival","3",20,"Not Applicable","Not Applicable"
"Tennessee","47","Large Fringe Metro","2","2001","2001","Medical Facility - Dead on Arrival","3",16,"Not Applicable","Not Applicable"
"Tennessee","47","Large Fringe Metro","2","2002","2002","Medical Facility - Dead on Arrival","3",18,"Not Applicable","Not Applicable"
"Tennessee","47","Large Fringe Metro","2","2003","2003","Medical Facility - Dead on Arrival","3",17,"Not Applicable","Not Applicable"
"Tennessee","47","Large Fringe Metro","2","2004","2004","Medical Facility - Dead on Arrival","3",15,"Not Applicable","Not Applicable"
"Tennessee","47","Large Fringe Metro","2","2005","2005","Medical Facility - Dead on Arrival","3",11,"Not Applicable","Not Applicable"
"Tennessee","47","Large Fringe Metro","2","2006","2006","Medical Facility - Dead on Arrival","3",12,"Not Applicable","Not Applicable"
"Tennessee","47","Large Fringe Metro","2","2007","2007","Medical Facility - Dead on Arrival","3",11,"Not Applicable","Not Applicable"
"Tennessee","47","Large Fringe Metro","2","2011","2011","Medical Facility - Dead on Arrival","3",10,"Not Applicable","Not Applicable"
"Tennessee","47","Large Fringe Metro","2","2015","2015","Medical Facility - Dead on Arrival","3",12,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","1999","1999","Medical Facility - Dead on Arrival","3",59,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","2000","2000","Medical Facility - Dead on Arrival","3",61,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","2001","2001","Medical Facility - Dead on Arrival","3",59,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","2002","2002","Medical Facility - Dead on Arrival","3",54,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","2003","2003","Medical Facility - Dead on Arrival","3",63,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","2004","2004","Medical Facility - Dead on Arrival","3",55,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","2005","2005","Medical Facility - Dead on Arrival","3",55,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","2006","2006","Medical Facility - Dead on Arrival","3",53,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","2007","2007","Medical Facility - Dead on Arrival","3",58,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","2008","2008","Medical Facility - Dead on Arrival","3",31,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","2009","2009","Medical Facility - Dead on Arrival","3",28,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","2010","2010","Medical Facility - Dead on Arrival","3",29,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","2011","2011","Medical Facility - Dead on Arrival","3",34,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","2012","2012","Medical Facility - Dead on Arrival","3",41,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","2013","2013","Medical Facility - Dead on Arrival","3",30,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","2014","2014","Medical Facility - Dead on Arrival","3",18,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","2015","2015","Medical Facility - Dead on Arrival","3",26,"Not Applicable","Not Applicable"
"Tennessee","47","Medium Metro","3","2016","2016","Medical Facility - Dead on Arrival","3",27,"Not Applicable","Not Applicable"
"Tennessee","47","Small Metro","4","1999","1999","Medical Facility - Dead on Arrival","3",17,"Not Applicable","Not Applicable"
"Tennessee","47","Small Metro","4","2000","2000","Medical Facility - Dead on Arrival","3",13,"Not Applicable","Not Applicable"
"Tennessee","47","Small Metro","4","2001","2001","Medical Facility - Dead on Arrival","3",18,"Not Applicable","Not Applicable"
"Tennessee","47","Small Metro","4","2002","2002","Medical Facility - Dead on Arrival","3",12,"Not Applicable","Not Applicable"
"Tennessee","47","Small Metro","4","2003","2003","Medical Facility - Dead on Arrival","3",14,"Not Applicable","Not Applicable"
"Tennessee","47","Small Metro","4","2004","2004","Medical Facility - Dead on Arrival","3",13,"Not Applicable","Not Applicable"
"Tennessee","47","Small Metro","4","2005","2005","Medical Facility - Dead on Arrival","3",15,"Not Applicable","Not Applicable"
"Tennessee","47","Small Metro","4","2006","2006","Medical Facility - Dead on Arrival","3",13,"Not Applicable","Not Applicable"
"Tennessee","47","Small Metro","4","2007","2007","Medical Facility - Dead on Arrival","3",14,"Not Applicable","Not Applicable"
"Tennessee","47","Small Metro","4","2008","2008","Medical Facility - Dead on Arrival","3",11,"Not Applicable","Not Applicable"
"Tennessee","47","Small Metro","4","2009","2009","Medical Facility - Dead on Arrival","3",11,"Not Applicable","Not Applicable"
"Tennessee","47","Small Metro","4","2012","2012","Medical Facility - Dead on Arrival","3",10,"Not Applicable","Not Applicable"
"Tennessee","47","Small Metro","4","2013","2013","Medical Facility - Dead on Arrival","3",13,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","1999","1999","Medical Facility - Dead on Arrival","3",49,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","2000","2000","Medical Facility - Dead on Arrival","3",36,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","2001","2001","Medical Facility - Dead on Arrival","3",46,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","2002","2002","Medical Facility - Dead on Arrival","3",51,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","2003","2003","Medical Facility - Dead on Arrival","3",33,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","2004","2004","Medical Facility - Dead on Arrival","3",50,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","2005","2005","Medical Facility - Dead on Arrival","3",32,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","2006","2006","Medical Facility - Dead on Arrival","3",35,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","2007","2007","Medical Facility - Dead on Arrival","3",32,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","2008","2008","Medical Facility - Dead on Arrival","3",34,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","2009","2009","Medical Facility - Dead on Arrival","3",37,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","2010","2010","Medical Facility - Dead on Arrival","3",29,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","2011","2011","Medical Facility - Dead on Arrival","3",29,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","2012","2012","Medical Facility - Dead on Arrival","3",36,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","2013","2013","Medical Facility - Dead on Arrival","3",33,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","2014","2014","Medical Facility - Dead on Arrival","3",32,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","2015","2015","Medical Facility - Dead on Arrival","3",33,"Not Applicable","Not Applicable"
"Tennessee","47","Micropolitan (Nonmetro)","5","2016","2016","Medical Facility - Dead on Arrival","3",33,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","1999","1999","Medical Facility - Dead on Arrival","3",36,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","2000","2000","Medical Facility - Dead on Arrival","3",39,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","2001","2001","Medical Facility - Dead on Arrival","3",32,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","2002","2002","Medical Facility - Dead on Arrival","3",35,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","2003","2003","Medical Facility - Dead on Arrival","3",26,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","2004","2004","Medical Facility - Dead on Arrival","3",40,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","2005","2005","Medical Facility - Dead on Arrival","3",37,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","2006","2006","Medical Facility - Dead on Arrival","3",34,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","2007","2007","Medical Facility - Dead on Arrival","3",31,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","2008","2008","Medical Facility - Dead on Arrival","3",30,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","2009","2009","Medical Facility - Dead on Arrival","3",34,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","2010","2010","Medical Facility - Dead on Arrival","3",30,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","2011","2011","Medical Facility - Dead on Arrival","3",38,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","2012","2012","Medical Facility - Dead on Arrival","3",22,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","2013","2013","Medical Facility - Dead on Arrival","3",24,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","2014","2014","Medical Facility - Dead on Arrival","3",19,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","2015","2015","Medical Facility - Dead on Arrival","3",24,"Not Applicable","Not Applicable"
"Tennessee","47","NonCore (Nonmetro)","6","2016","2016","Medical Facility - Dead on Arrival","3",18,"Not Applicable","Not Applicable"
"Texas","48","Large Central Metro","1","2013","2013","Medical Facility - Dead on Arrival","3",15,"Not Applicable","Not Applicable"
"Texas","48","Large Central Metro","1","2014","2014","Medical Facility - Dead on Arrival","3",11,"Not Applicable","Not Applicable"
"Texas","48","Large Central Metro","1","2015","2015","Medical Facility - Dead on Arrival","3",19,"Not Applicable","Not Applicable"
"Texas","48","Large Central Metro","1","2016","2016","Medical Facility - Dead on Arrival","3",11,"Not Applicable","Not Applicable"
"Virginia","51","Large Fringe Metro","2","1999","1999","Medical Facility - Dead on Arrival","3",22,"Not Applicable","Not Applicable"
"Virginia","51","Large Fringe Metro","2","2000","2000","Medical Facility - Dead on Arrival","3",12,"Not Applicable","Not Applicable"
"Virginia","51","Large Fringe Metro","2","2001","2001","Medical Facility - Dead on Arrival","3",12,"Not Applicable","Not Applicable"
"Virginia","51","Large Fringe Metro","2","2002","2002","Medical Facility - Dead on Arrival","3",14,"Not Applicable","Not Applicable"
"Virginia","51","Large Fringe Metro","2","2003","2003","Medical Facility - Dead on Arrival","3",11,"Not Applicable","Not Applicable"
"Virginia","51","Large Fringe Metro","2","2004","2004","Medical Facility - Dead on Arrival","3",10,"Not Applicable","Not Applicable"
"Virginia","51","Large Fringe Metro","2","2006","2006","Medical Facility - Dead on Arrival","3",10,"Not Applicable","Not Applicable"
"Virginia","51","Large Fringe Metro","2","2007","2007","Medical Facility - Dead on Arrival","3",16,"Not Applicable","Not Applicable"
"Virginia","51","Large Fringe Metro","2","2008","2008","Medical Facility - Dead on Arrival","3",14,"Not Applicable","Not Applicable"
"Virginia","51","Large Fringe Metro","2","2009","2009","Medical Facility - Dead on Arrival","3",13,"Not Applicable","Not Applicable"
"Virginia","51","Large Fringe Metro","2","2010","2010","Medical Facility - Dead on Arrival","3",14,"Not Applicable","Not Applicable"
"Virginia","51","Large Fringe Metro","2","2013","2013","Medical Facility - Dead on Arrival","3",10,"Not Applicable","Not Applicable"
"Virginia","51","Large Fringe Metro","2","2014","2014","Medical Facility - Dead on Arrival","3",10,"Not Applicable","Not Applicable"
"Virginia","51","Large Fringe Metro","2","2015","2015","Medical Facility - Dead on Arrival","3",11,"Not Applicable","Not Applicable"
"Virginia","51","Small Metro","4","1999","1999","Medical Facility - Dead on Arrival","3",11,"Not Applicable","Not Applicable"
"Virginia","51","Micropolitan (Nonmetro)","5","2003","2003","Medical Facility - Dead on Arrival","3",11,"Not Applicable","Not Applicable"
"Virginia","51","NonCore (Nonmetro)","6","2000","2000","Medical Facility - Dead on Arrival","3",19,"Not Applicable","Not Applicable"
"Virginia","51","NonCore (Nonmetro)","6","2002","2002","Medical Facility - Dead on Arrival","3",17,"Not Applicable","Not Applicable"
"Virginia","51","NonCore (Nonmetro)","6","2003","2003","Medical Facility - Dead on Arrival","3",18,"Not Applicable","Not Applicable"
"Virginia","51","NonCore (Nonmetro)","6","2005","2005","Medical Facility - Dead on Arrival","3",10,"Not Applicable","Not Applicable"
"Virginia","51","NonCore (Nonmetro)","6","2006","2006","Medical Facility - Dead on Arrival","3",11,"Not Applicable","Not Applicable"
"Virginia","51","NonCore (Nonmetro)","6","2008","2008","Medical Facility - Dead on Arrival","3",12,"Not Applicable","Not Applicable"
"West Virginia","54","Small Metro","4","2000","2000","Medical Facility - Dead on Arrival","3",10,"Not Applicable","Not Applicable"
"West Virginia","54","Micropolitan (Nonmetro)","5","1999","1999","Medical Facility - Dead on Arrival","3",13,"Not Applicable","Not Applicable"
"West Virginia","54","Micropolitan (Nonmetro)","5","2000","2000","Medical Facility - Dead on Arrival","3",15,"Not Applicable","Not Applicable"
"Alabama","01","Large Central Metro","1","1999","1999","Medical Facility - Inpatient","1",18,"Not Applicable","Not Applicable"
"Alabama","01","Large Central Metro","1","2000","2000","Medical Facility - Inpatient","1",11,"Not Applicable","Not Applicable"
"Alabama","01","Large Central Metro","1","2001","2001","Medical Facility - Inpatient","1",15,"Not Applicable","Not Applicable"
"Alabama","01","Large Central Metro","1","2002","2002","Medical Facility - Inpatient","1",14,"Not Applicable","Not Applicable"
"Alabama","01","Large Central Metro","1","2003","2003","Medical Facility - Inpatient","1",17,"Not Applicable","Not Applicable"
"Alabama","01","Large Central Metro","1","2005","2005","Medical Facility - Inpatient","1",24,"Not Applicable","Not Applicable"
"Alabama","01","Large Central Metro","1","2006","2006","Medical Facility - Inpatient","1",13,"Not Applicable","Not Applicable"
"Alabama","01","Large Central Metro","1","2007","2007","Medical Facility - Inpatient","1",15,"Not Applicable","Not Applicable"
"Alabama","01","Large Central Metro","1","2008","2008","Medical Facility - Inpatient","1",10,"Not Applicable","Not Applicable"
"Alabama","01","Large Central Metro","1","2009","2009","Medical Facility - Inpatient","1",11,"Not Applicable","Not Applicable"
"Alabama","01","Large Central Metro","1","2010","2010","Medical Facility - Inpatient","1",15,"Not Applicable","Not Applicable"
"Alabama","01","Large Central Metro","1","2013","2013","Medical Facility - Inpatient","1",10,"Not Applicable","Not Applicable"
"Alabama","01","Large Central Metro","1","2014","2014","Medical Facility - Inpatient","1",12,"Not Applicable","Not Applicable"
"Alabama","01","Large Central Metro","1","2015","2015","Medical Facility - Inpatient","1",12,"Not Applicable","Not Applicable"
"Alabama","01","Large Central Metro","1","2016","2016","Medical Facility - Inpatient","1",55,"Not Applicable","Not Applicable"
"Alabama","01","Medium Metro","3","1999","1999","Medical Facility - Inpatient","1",17,"Not Applicable","Not Applicable"
"Alabama","01","Medium Metro","3","2000","2000","Medical Facility - Inpatient","1",16,"Not Applicable","Not Applicable"
"Alabama","01","Medium Metro","3","2001","2001","Medical Facility - Inpatient","1",23,"Not Applicable","Not Applicable"
"Alabama","01","Medium Metro","3","2002","2002","Medical Facility - Inpatient","1",18,"Not Applicable","Not Applicable"
"Alabama","01","Medium Metro","3","2003","2003","Medical Facility - Inpatient","1",18,"Not Applicable","Not Applicable"
"Alabama","01","Medium Metro","3","2005","2005","Medical Facility - Inpatient","1",16,"Not Applicable","Not Applicable"
"Alabama","01","Medium Metro","3","2006","2006","Medical Facility - Inpatient","1",22,"Not Applicable","Not Applicable"
"Alabama","01","Medium Metro","3","2007","2007","Medical Facility - Inpatient","1",23,"Not Applicable","Not Applicable"
"Alabama","01","Medium Metro","3","2008","2008","Medical Facility - Inpatient","1",21,"Not Applicable","Not Applicable"
"Alabama","01","Medium Metro","3","2009","2009","Medical Facility - Inpatient","1",15,"Not Applicable","Not Applicable"
"Alabama","01","Medium Metro","3","2010","2010","Medical Facility - Inpatient","1",14,"Not Applicable","Not Applicable"
"Alabama","01","Medium Metro","3","2011","2011","Medical Facility - Inpatient","1",17,"Not Applicable","Not Applicable"
"Alabama","01","Medium Metro","3","2012","2012","Medical Facility - Inpatient","1",21,"Not Applicable","Not Applicable"
"Alabama","01","Medium Metro","3","2013","2013","Medical Facility - Inpatient","1",19,"Not Applicable","Not Applicable"
"Alabama","01","Medium Metro","3","2014","2014","Medical Facility - Inpatient","1",15,"Not Applicable","Not Applicable"
"Alabama","01","Medium Metro","3","2015","2015","Medical Facility - Inpatient","1",17,"Not Applicable","Not Applicable"
"Alabama","01","Medium Metro","3","2016","2016","Medical Facility - Inpatient","1",63,"Not Applicable","Not Applicable"
"Alabama","01","Small Metro","4","1999","1999","Medical Facility - Inpatient","1",15,"Not Applicable","Not Applicable"
"Alabama","01","Small Metro","4","2000","2000","Medical Facility - Inpatient","1",17,"Not Applicable","Not Applicable"
"Alabama","01","Small Metro","4","2001","2001","Medical Facility - Inpatient","1",12,"Not Applicable","Not Applicable"
"Alabama","01","Small Metro","4","2002","2002","Medical Facility - Inpatient","1",14,"Not Applicable","Not Applicable"
"Alabama","01","Small Metro","4","2003","2003","Medical Facility - Inpatient","1",10,"Not Applicable","Not Applicable"
"Alabama","01","Small Metro","4","2004","2004","Medical Facility - Inpatient","1",11,"Not Applicable","Not Applicable"
"Alabama","01","Small Metro","4","2006","2006","Medical Facility - Inpatient","1",19,"Not Applicable","Not Applicable"
"Alabama","01","Small Metro","4","2007","2007","Medical Facility - Inpatient","1",18,"Not Applicable","Not Applicable"
"Alabama","01","Small Metro","4","2008","2008","Medical Facility - Inpatient","1",11,"Not Applicable","Not Applicable"
"Alabama","01","Small Metro","4","2009","2009","Medical Facility - Inpatient","1",12,"Not Applicable","Not Applicable"
"Alabama","01","Small Metro","4","2010","2010","Medical Facility - Inpatient","1",20,"Not Applicable","Not Applicable"
"Alabama","01","Small Metro","4","2011","2011","Medical Facility - Inpatient","1",13,"Not Applicable","Not Applicable"
"Alabama","01","Small Metro","4","2012","2012","Medical Facility - Inpatient","1",10,"Not Applicable","Not Applicable"
"Alabama","01","Small Metro","4","2014","2014","Medical Facility - Inpatient","1",14,"Not Applicable","Not Applicable"
"Alabama","01","Small Metro","4","2015","2015","Medical Facility - Inpatient","1",18,"Not Applicable","Not Applicable"
"Alabama","01","Small Metro","4","2016","2016","Medical Facility - Inpatient","1",39,"Not Applicable","Not Applicable"
"Alabama","01","Micropolitan (Nonmetro)","5","2001","2001","Medical Facility - Inpatient","1",11,"Not Applicable","Not Applicable"
"Alabama","01","Micropolitan (Nonmetro)","5","2008","2008","Medical Facility - Inpatient","1",11,"Not Applicable","Not Applicable"
"Alabama","01","Micropolitan (Nonmetro)","5","2013","2013","Medical Facility - Inpatient","1",12,"Not Applicable","Not Applicable"
"Alabama","01","Micropolitan (Nonmetro)","5","2016","2016","Medical Facility - Inpatient","1",25,"Not Applicable","Not Applicable"
"Alabama","01","NonCore (Nonmetro)","6","2001","2001","Medical Facility - Inpatient","1",12,"Not Applicable","Not Applicable"
"Alabama","01","NonCore (Nonmetro)","6","2003","2003","Medical Facility - Inpatient","1",11,"Not Applicable","Not Applicable"
"Alabama","01","NonCore (Nonmetro)","6","2005","2005","Medical Facility - Inpatient","1",10,"Not Applicable","Not Applicable"
"Alabama","01","NonCore (Nonmetro)","6","2008","2008","Medical Facility - Inpatient","1",10,"Not Applicable","Not Applicable"
"Alabama","01","NonCore (Nonmetro)","6","2011","2011","Medical Facility - Inpatient","1",10,"Not Applicable","Not Applicable"
"Alabama","01","NonCore (Nonmetro)","6","2016","2016","Medical Facility - Inpatient","1",13,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","1999","1999","Medical Facility - Inpatient","1",60,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","2000","2000","Medical Facility - Inpatient","1",41,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","2001","2001","Medical Facility - Inpatient","1",42,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","2002","2002","Medical Facility - Inpatient","1",51,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","2003","2003","Medical Facility - Inpatient","1",55,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","2004","2004","Medical Facility - Inpatient","1",64,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","2005","2005","Medical Facility - Inpatient","1",54,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","2006","2006","Medical Facility - Inpatient","1",68,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","2007","2007","Medical Facility - Inpatient","1",47,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","2008","2008","Medical Facility - Inpatient","1",56,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","2009","2009","Medical Facility - Inpatient","1",37,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","2010","2010","Medical Facility - Inpatient","1",30,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","2011","2011","Medical Facility - Inpatient","1",33,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","2012","2012","Medical Facility - Inpatient","1",40,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","2013","2013","Medical Facility - Inpatient","1",51,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","2014","2014","Medical Facility - Inpatient","1",42,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","2015","2015","Medical Facility - Inpatient","1",41,"Not Applicable","Not Applicable"
"Arizona","04","Large Central Metro","1","2016","2016","Medical Facility - Inpatient","1",72,"Not Applicable","Not Applicable"
"Arizona","04","Medium Metro","3","1999","1999","Medical Facility - Inpatient","1",17,"Not Applicable","Not Applicable"
"Arizona","04","Medium Metro","3","2000","2000","Medical Facility - Inpatient","1",14,"Not Applicable","Not Applicable"
"Arizona","04","Medium Metro","3","2001","2001","Medical Facility - Inpatient","1",15,"Not Applicable","Not Applicable"
"Arizona","04","Medium Metro","3","2003","2003","Medical Facility - Inpatient","1",11,"Not Applicable","Not Applicable"
"Arizona","04","Medium Metro","3","2004","2004","Medical Facility - Inpatient","1",13,"Not Applicable","Not Applicable"
"Arizona","04","Medium Metro","3","2005","2005","Medical Facility - Inpatient","1",13,"Not Applicable","Not Applicable"
"Arizona","04","Medium Metro","3","2006","2006","Medical Facility - Inpatient","1",13,"Not Applicable","Not Applicable"
"Arizona","04","Medium Metro","3","2007","2007","Medical Facility - Inpatient","1",15,"Not Applicable","Not Applicable"
"Arizona","04","Medium Metro","3","2008","2008","Medical Facility - Inpatient","1",12,"Not Applicable","Not Applicable"
"Arizona","04","Medium Metro","3","2011","2011","Medical Facility - Inpatient","1",10,"Not Applicable","Not Applicable"
"Arizona","04","Small Metro","4","1999","1999","Medical Facility - Inpatient","1",18,"Not Applicable","Not Applicable"
"Arizona","04","Small Metro","4","2009","2009","Medical Facility - Inpatient","1",10,"Not Applicable","Not Applicable"
"Arizona","04","Small Metro","4","2014","2014","Medical Facility - Inpatient","1",10,"Not Applicable","Not Applicable"
